,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang
1,Sat Jan 25 00:52:06 +0000 2020,1220871934944083968,1220871934944083968,RT @ConcussionUd: We were happy to host Abby Bretzin @bretzina yesterday at @UDelaware and to hear about the exciting work being done in wi…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'ConcussionUd', 'name': 'UDConcussionResearch', 'id': 3626329941, 'id_str': '3626329941', 'indices': [3, 16]}, {'screen_name': 'bretzina', 'name': 'Abby Bretzin', 'id': 954057187407597573, 'id_str': '954057187407597573', 'indices': [53, 62]}, {'screen_name': 'UDelaware', 'name': 'Univ. of Delaware', 'id': 29447487, 'id_str': '29447487', 'indices': [76, 86]}]",[],en,recent,404821291,404821291,Tom,Birch6264,"Lansing, MI","Michigan State University PhD student. Athletic Trainer/Strength and Conditioning Coach. As iron sharpens iron, so one person sharpens another. Proverbs 27:17",,,[],False,283,636,2,Fri Nov 04 13:15:20 +0000 2011,618,,,False,False,603,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/971573763375591424/d_KWixMV_normal.jpg,https://pbs.twimg.com/profile_images/971573763375591424/d_KWixMV_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,Fri Jan 24 18:58:27 +0000 2020,1.220782936074662e+18,1220782936074661889,We were happy to host Abby Bretzin @bretzina yesterday at @UDelaware and to hear about the exciting work being done in with @DouglasWiebe in the Big 10 (14?) - Ivy League Consortium.,False,"[0, 182]",[],[],"[{'screen_name': 'bretzina', 'name': 'Abby Bretzin', 'id': 954057187407597573, 'id_str': '954057187407597573', 'indices': [35, 44]}, {'screen_name': 'UDelaware', 'name': 'Univ. of Delaware', 'id': 29447487, 'id_str': '29447487', 'indices': [58, 68]}, {'screen_name': 'DouglasWiebe', 'name': 'Douglas Wiebe', 'id': 1021251042, 'id_str': '1021251042', 'indices': [124, 137]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,3626329941.0,3626329941,UDConcussionResearch,ConcussionUd,"Newark, DE",The #concussion research program at the University of Delaware run by Dr. Thomas Buckley & Dr. Tom Kaminski. #concussions #UDel #ATC,https://t.co/m8SKsKH51B,"[{'url': 'https://t.co/m8SKsKH51B', 'expanded_url': 'http://chs.udel.edu/concussion/', 'display_url': 'chs.udel.edu/concussion/', 'indices': [0, 23]}]",[],False,858.0,378.0,16.0,Sat Sep 12 01:58:03 +0000 2015,2380.0,,,True,False,844.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/743160580891152384/rQfgdEe__normal.jpg,https://pbs.twimg.com/profile_images/743160580891152384/rQfgdEe__normal.jpg,https://pbs.twimg.com/profile_banners/3626329941/1466015023,00539F,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,1.0,12.0,False,False,en
3,Fri Jan 24 23:51:52 +0000 2020,1220856775022383106,1220856775022383106,@ConcussionUd @UDelaware @DouglasWiebe Thanks for showing me around! It was great to see your facilities and campus! I also loved learning about everyone’s projects. I look forward to seeing what comes out of the @ConcussionUD lab in the future!,False,"[39, 245]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220782936074662e+18,1220782936074661889,3626329941.0,3626329941,ConcussionUd,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'ConcussionUd', 'name': 'UDConcussionResearch', 'id': 3626329941, 'id_str': '3626329941', 'indices': [0, 13]}, {'screen_name': 'UDelaware', 'name': 'Univ. of Delaware', 'id': 29447487, 'id_str': '29447487', 'indices': [14, 24]}, {'screen_name': 'DouglasWiebe', 'name': 'Douglas Wiebe', 'id': 1021251042, 'id_str': '1021251042', 'indices': [25, 38]}, {'screen_name': 'ConcussionUd', 'name': 'UDConcussionResearch', 'id': 3626329941, 'id_str': '3626329941', 'indices': [213, 226]}]",[],en,recent,954057187407597573,954057187407597573,Abby Bretzin,bretzina,"Philadelphia, PA","Postdoctoral Research Fellow - Penn Injury Science Center, University of Pennsylvania - Athletic Training - Sport-Related Concussion Research",https://t.co/6MfNNzg7Ib,"[{'url': 'https://t.co/6MfNNzg7Ib', 'expanded_url': 'http://penninjuryscience.org', 'display_url': 'penninjuryscience.org', 'indices': [0, 23]}]",[],False,165,289,0,Thu Jan 18 18:25:33 +0000 2018,1278,,,False,False,220,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/955156210919051270/pYttCdfc_normal.jpg,https://pbs.twimg.com/profile_images/955156210919051270/pYttCdfc_normal.jpg,https://pbs.twimg.com/profile_banners/954057187407597573/1566529800,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Fri Jan 24 22:22:25 +0000 2020,1220834265304305665,1220834265304305665,@UDelaware @DelawareMBB Congrats!,False,"[24, 33]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2207968777524142e+18,1220796877752414210,29447487.0,29447487,UDelaware,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UDelaware', 'name': 'Univ. of Delaware', 'id': 29447487, 'id_str': '29447487', 'indices': [0, 10]}, {'screen_name': 'DelawareMBB', 'name': 'Delaware Men’s Basketball', 'id': 3299387830, 'id_str': '3299387830', 'indices': [11, 23]}]",[],en,recent,962427258953764865,962427258953764865,Chirantan Ghosh,ghhosh,USA,"#PhD Student @UDelaware @UDengineering in Computer Science (Computer Vision, Robotics, Computer Graphics, AI, ML) #UDel, Alumni @NJIT @NJITYingWu #NJIT",https://t.co/wfeEMAesyl,"[{'url': 'https://t.co/wfeEMAesyl', 'expanded_url': 'https://www.eecis.udel.edu/~ghosh/', 'display_url': 'eecis.udel.edu/~ghosh/', 'indices': [0, 23]}]",[],False,264,41,9,Sat Feb 10 20:45:14 +0000 2018,18086,,,False,False,4662,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1167231754253545472/BIMI99IG_normal.jpg,https://pbs.twimg.com/profile_images/1167231754253545472/BIMI99IG_normal.jpg,https://pbs.twimg.com/profile_banners/962427258953764865/1567973012,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Fri Jan 24 18:58:27 +0000 2020,1220782936074661889,1220782936074661889,We were happy to host Abby Bretzin @bretzina yesterday at @UDelaware and to hear about the exciting work being done in with @DouglasWiebe in the Big 10 (14?) - Ivy League Consortium.,False,"[0, 182]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,1,12,False,False,en,[],[],"[{'screen_name': 'bretzina', 'name': 'Abby Bretzin', 'id': 954057187407597573, 'id_str': '954057187407597573', 'indices': [35, 44]}, {'screen_name': 'UDelaware', 'name': 'Univ. of Delaware', 'id': 29447487, 'id_str': '29447487', 'indices': [58, 68]}, {'screen_name': 'DouglasWiebe', 'name': 'Douglas Wiebe', 'id': 1021251042, 'id_str': '1021251042', 'indices': [124, 137]}]",[],en,recent,3626329941,3626329941,UDConcussionResearch,ConcussionUd,"Newark, DE",The #concussion research program at the University of Delaware run by Dr. Thomas Buckley & Dr. Tom Kaminski. #concussions #UDel #ATC,https://t.co/m8SKsKH51B,"[{'url': 'https://t.co/m8SKsKH51B', 'expanded_url': 'http://chs.udel.edu/concussion/', 'display_url': 'chs.udel.edu/concussion/', 'indices': [0, 23]}]",[],False,858,378,16,Sat Sep 12 01:58:03 +0000 2015,2380,,,True,False,844,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/743160580891152384/rQfgdEe__normal.jpg,https://pbs.twimg.com/profile_images/743160580891152384/rQfgdEe__normal.jpg,https://pbs.twimg.com/profile_banners/3626329941/1466015023,00539F,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Fri Jan 24 17:44:24 +0000 2020,1220764298294759424,1220764298294759424,@BingjunXu @UDelaware @UDengineering Really cool CO2 analysis!,False,"[37, 62]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207625560606433e+18,1220762556060643328,1.1791251042671903e+18,1179125104267190273,BingjunXu,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'BingjunXu', 'name': 'Bingjun Xu', 'id': 1179125104267190273, 'id_str': '1179125104267190273', 'indices': [0, 10]}, {'screen_name': 'UDelaware', 'name': 'Univ. of Delaware', 'id': 29447487, 'id_str': '29447487', 'indices': [11, 21]}, {'screen_name': 'UDengineering', 'name': 'UD Engineering', 'id': 119504480, 'id_str': '119504480', 'indices': [22, 36]}]",[],en,recent,384684484,384684484,Michelle Muzzio,michmuzz,"Providence, RI (she/her)","PhD from @ChemAtBrown, editor @iScience_CP. Loving nanoparticles, catalysis, photography, and GIFs. Views my own. #WomenInSTEM #CatCatalysis",,,[],False,2157,2000,13,Tue Oct 04 04:05:43 +0000 2011,19550,,,False,False,4301,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1173596663858024451/7me_faxd_normal.jpg,https://pbs.twimg.com/profile_images/1173596663858024451/7me_faxd_normal.jpg,https://pbs.twimg.com/profile_banners/384684484/1434683871,2FC2EF,181A1E,252429,666666,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Fri Jan 24 14:12:50 +0000 2020,1220711058320568320,1220711058320568320,@TooluAjobiewe @AcademicChatter @UDelaware @UDGradStudents @UDengineering How lovely! Would love to see some of your favourite clicks.,False,"[74, 134]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220626407140864e+18,1220626407140864000,998688110.0,998688110,TooluAjobiewe,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'TooluAjobiewe', 'name': 'Tolulope Ajobiewe', 'id': 998688110, 'id_str': '998688110', 'indices': [0, 14]}, {'screen_name': 'AcademicChatter', 'name': 'Academic Chatter', 'id': 885953601067208705, 'id_str': '885953601067208705', 'indices': [15, 31]}, {'screen_name': 'UDelaware', 'name': 'Univ. of Delaware', 'id': 29447487, 'id_str': '29447487', 'indices': [32, 42]}, {'screen_name': 'UDGradStudents', 'name': 'Univ. of Delaware Graduate College', 'id': 884504478, 'id_str': '884504478', 'indices': [43, 58]}, {'screen_name': 'UDengineering', 'name': 'UD Engineering', 'id': 119504480, 'id_str': '119504480', 'indices': [59, 73]}]",[],en,recent,1161385274355703809,1161385274355703809,Vidhika Damani,VidhikaDamani,,"PhD student @UDelaware, Materials Science @LaureKayserLab. #Polymers, #art and #nature enthusiast. 👩‍🔬 Organic electronics for Biomedical applications. 🦠",,,[],False,64,170,1,Tue Aug 13 21:13:21 +0000 2019,510,,,False,False,139,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1204527014713139205/uqPlX81j_normal.jpg,https://pbs.twimg.com/profile_images/1204527014713139205/uqPlX81j_normal.jpg,https://pbs.twimg.com/profile_banners/1161385274355703809/1570666416,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Thu Jan 23 15:36:54 +0000 2020,1220369827124129792,1220369827124129792,@UDelaware Should I dig out my 1980 pictures?  😄,False,"[11, 48]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.22036676070622e+18,1220366760706220032,29447487.0,29447487,UDelaware,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'UDelaware', 'name': 'Univ. of Delaware', 'id': 29447487, 'id_str': '29447487', 'indices': [0, 10]}]",[],en,recent,1094770035128709121,1094770035128709121,Edward Giugliano,EdwardGiugliano,"Maryland, USA","Husband, father, @udelaware Chemical Engineer, MBA. NY Mets. Baltimore Ravens. Experience in aerospace and utilities. Democrat. Conservative. Toyota truck.",,,[],False,23,138,0,Mon Feb 11 01:28:10 +0000 2019,7589,,,False,False,2337,,False,False,False,F5F8FA,,,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,True,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
