,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang
5,Thu Jan 23 16:38:15 +0000 2020,1220385263953891332,1220385263953891332,"Insides from Belgium based @CREDUCL.

Watch our Director Debby on the national channel @LesNews24 participating in a debate on the #CoronavirusOutbreak in #China. There should be some interesting discussions with @msfbelgique and @ITMantwerp on future pandemics  @UCLouvain_be",False,"[0, 276]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,4,4,False,False,en,"[{'text': 'CoronavirusOutbreak', 'indices': [131, 151]}, {'text': 'China', 'indices': [155, 161]}]",[],"[{'screen_name': 'CREDUCL', 'name': 'CRED', 'id': 2382014892, 'id_str': '2382014892', 'indices': [27, 35]}, {'screen_name': 'LesNews24', 'name': 'LN24', 'id': 1054313894133542914, 'id_str': '1054313894133542914', 'indices': [87, 97]}, {'screen_name': 'msfbelgique', 'name': 'MSF Belgique', 'id': 126288915, 'id_str': '126288915', 'indices': [213, 225]}, {'screen_name': 'ITMantwerp', 'name': 'ITM Antwerp', 'id': 397151941, 'id_str': '397151941', 'indices': [230, 241]}, {'screen_name': 'UCLouvain_be', 'name': 'UCLouvain', 'id': 2319105122, 'id_str': '2319105122', 'indices': [263, 276]}]",[],en,recent,2382014892,2382014892,CRED,CREDUCL,Brussels,"The Centre for Research on the Epidemiology of Disasters (CRED) provides health expertise on humanitarian emergencies. Home of EMDAT, based IRSS/@UCLouvain_be",http://t.co/x2HiduyNIU,"[{'url': 'http://t.co/x2HiduyNIU', 'expanded_url': 'http://www.cred.be', 'display_url': 'cred.be', 'indices': [0, 22]}]",[],False,1976,767,65,Mon Mar 10 11:44:56 +0000 2014,420,,,False,False,1493,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1080547080475676673/gVUwj9eN_normal.jpg,https://pbs.twimg.com/profile_images/1080547080475676673/gVUwj9eN_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2382014892/1546460198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Thu Jan 23 15:30:44 +0000 2020,1220368274870939649,1220368274870939649,@russelldb @LightKoneH2020 @UCLouvain_be @INESCTEC @Sorbonne_Univ_ @novalincs @uni_kl @scality @peerstr @guifinet @la_UPC @glukadvice All the best !,False,"[134, 148]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2203601546983956e+18,1220360154698395654,16200057.0,16200057,russelldb,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'russelldb', 'name': 'Russell Brown', 'id': 16200057, 'id_str': '16200057', 'indices': [0, 10]}, {'screen_name': 'LightKoneH2020', 'name': 'LightKone Project', 'id': 771769937325096960, 'id_str': '771769937325096960', 'indices': [11, 26]}, {'screen_name': 'UCLouvain_be', 'name': 'UCLouvain', 'id': 2319105122, 'id_str': '2319105122', 'indices': [27, 40]}, {'screen_name': 'INESCTEC', 'name': 'INESC TEC', 'id': 26206704, 'id_str': '26206704', 'indices': [41, 50]}, {'screen_name': 'Sorbonne_Univ_', 'name': 'Sorbonne Université', 'id': 940938863790428160, 'id_str': '940938863790428160', 'indices': [51, 66]}, {'screen_name': 'novalincs', 'name': 'NOVA LINCS', 'id': 2978571599, 'id_str': '2978571599', 'indices': [67, 77]}, {'screen_name': 'uni_kl', 'name': 'TU Kaiserslautern', 'id': 718133671409106944, 'id_str': '718133671409106944', 'indices': [78, 85]}, {'screen_name': 'scality', 'name': 'Scality', 'id': 144559716, 'id_str': '144559716', 'indices': [86, 94]}, {'screen_name': 'peerstr', 'name': 'Peer Stritzinger', 'id': 47873824, 'id_str': '47873824', 'indices': [95, 103]}, {'screen_name': 'guifinet', 'name': 'guifi·net', 'id': 84117285, 'id_str': '84117285', 'indices': [104, 113]}, {'screen_name': 'la_UPC', 'name': 'Universitat Politècnica de Catalunya (UPC)', 'id': 80625624, 'id_str': '80625624', 'indices': [114, 121]}, {'screen_name': 'glukadvice', 'name': 'Gluk Advice B.V.', 'id': 1181602910, 'id_str': '1181602910', 'indices': [122, 133]}]",[],en,recent,2762727036,2762727036,Igor Kopestenski,IKopest,Belgium,Computer Science research @UCLouvain,https://t.co/koDNEfGilq,"[{'url': 'https://t.co/koDNEfGilq', 'expanded_url': 'https://achlys.app', 'display_url': 'achlys.app', 'indices': [0, 23]}]",[],False,287,2040,6,Sun Aug 24 15:06:53 +0000 2014,1705,,,True,False,1111,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1073889733611319296/O3nqBDhY_normal.jpg,https://pbs.twimg.com/profile_images/1073889733611319296/O3nqBDhY_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/2762727036/1566622308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Wed Jan 22 10:02:40 +0000 2020,1219923324769271808,1219923324769271808,"@cecook @BenoitGrevisse @EjL_UCL @UCLouvain_be Stimulating mix of topics, indeed ;) To be continued!",False,"[47, 100]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.219716918808064e+18,1219716918808064005,14291629.0,14291629,cecook,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'cecook', 'name': 'Clare Cook', 'id': 14291629, 'id_str': '14291629', 'indices': [0, 7]}, {'screen_name': 'BenoitGrevisse', 'name': 'Benoit Grevisse', 'id': 1906963728, 'id_str': '1906963728', 'indices': [8, 23]}, {'screen_name': 'EjL_UCL', 'name': 'EjL UCL', 'id': 777887842714394624, 'id_str': '777887842714394624', 'indices': [24, 32]}, {'screen_name': 'UCLouvain_be', 'name': 'UCLouvain', 'id': 2319105122, 'id_str': '2319105122', 'indices': [33, 46]}]",[],en,recent,778939189991792641,778939189991792641,Olivier Standaert,olstandaert,"Bruxelles, Belgique",Assistant Professor - Louvain School of Journalism @EjL_UCL / @UCLouvain_be. PI #worldsofjournalismstudy. Former freelance journalist.,https://t.co/CYHyEztNtM,"[{'url': 'https://t.co/CYHyEztNtM', 'expanded_url': 'https://www.peterlang.com/view/product/78563?tab=aboutauthor&format=EPDF', 'display_url': 'peterlang.com/view/product/7…', 'indices': [0, 23]}]",[],False,481,407,15,Thu Sep 22 12:49:09 +0000 2016,941,,,False,False,406,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/778940660418314240/yZ17u5uf_normal.jpg,https://pbs.twimg.com/profile_images/778940660418314240/yZ17u5uf_normal.jpg,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/778939189991792641/1541446897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
