,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls,retweeted_status.user.profile_banner_url,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,possibly_sensitive,entities.media,extended_entities.media
8,Fri Jan 24 21:00:26 +0000 2020,1220813633367748608,1220813633367748608,@GraceAttea @univofdayton @NSF @UDaytonCAS @florahaverights @NSF_OPP This project is funded by @NSF_OPP and demonstrates how research intergrates with experiential learning for undergrads in @UDaytonCAS.,False,"[69, 203]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2208033090297242e+18,1220803309029724161,754169628.0,754169628,GraceAttea,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'GraceAttea', 'name': 'Grace Attea', 'id': 754169628, 'id_str': '754169628', 'indices': [0, 11]}, {'screen_name': 'univofdayton', 'name': 'University of Dayton', 'id': 19321518, 'id_str': '19321518', 'indices': [12, 25]}, {'screen_name': 'NSF', 'name': 'National Science Foundation', 'id': 16245822, 'id_str': '16245822', 'indices': [26, 30]}, {'screen_name': 'UDaytonCAS', 'name': 'UD Arts and Sciences', 'id': 752555922472439808, 'id_str': '752555922472439808', 'indices': [31, 42]}, {'screen_name': 'florahaverights', 'name': 'Sarah Frankenberg', 'id': 1163093379481309185, 'id_str': '1163093379481309185', 'indices': [43, 59]}, {'screen_name': 'NSF_OPP', 'name': 'NSF Polar Programs', 'id': 23454885, 'id_str': '23454885', 'indices': [60, 68]}, {'screen_name': 'NSF_OPP', 'name': 'NSF Polar Programs', 'id': 23454885, 'id_str': '23454885', 'indices': [95, 103]}, {'screen_name': 'UDaytonCAS', 'name': 'UD Arts and Sciences', 'id': 752555922472439808, 'id_str': '752555922472439808', 'indices': [191, 202]}]",[],en,recent,2604104648,2604104648,"Ryan W. McEwan, PhD.",mcewanlab,"Dayton, Ohio","My lab group at the University of Dayton studies how ecological systems function, change, and link with human societies.  All opinions mine.  He/Him",https://t.co/iQP00OZc5O,"[{'url': 'https://t.co/iQP00OZc5O', 'expanded_url': 'http://mcewanlab.org', 'display_url': 'mcewanlab.org', 'indices': [0, 23]}]",[],False,1112,1119,46,Fri Jul 04 20:58:15 +0000 2014,2697,,,True,False,6743,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1115729810456817665/4fuZ-96Y_normal.png,https://pbs.twimg.com/profile_images/1115729810456817665/4fuZ-96Y_normal.png,https://pbs.twimg.com/profile_banners/2604104648/1404509473,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Wed Jan 22 01:24:14 +0000 2020,1219792855243378688,1219792855243378688,"@jake_burns18 Dude's a baller. More importantly, a great person. But that's what you get from the @univofdayton &amp; @DaytonFootball #FlyerPride",False,"[14, 145]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2197331187913605e+18,1219733118791360513,180646414.0,180646414,jake_burns18,,,,,False,0,2,False,False,en,"[{'text': 'FlyerPride', 'indices': [134, 145]}]",[],"[{'screen_name': 'jake_burns18', 'name': 'Jake Burns', 'id': 180646414, 'id_str': '180646414', 'indices': [0, 13]}, {'screen_name': 'univofdayton', 'name': 'University of Dayton', 'id': 19321518, 'id_str': '19321518', 'indices': [98, 111]}, {'screen_name': 'DaytonFootball', 'name': 'Dayton Football', 'id': 595711426, 'id_str': '595711426', 'indices': [118, 133]}]",[],en,recent,1375499222,1375499222,Andy Bentley,BentleyUD91,,"Dayton Flyer football alum. DAWG POUND, BIG RED MACHINE, & GO GREEN! #FlyerPride Forever",,,[],False,278,643,5,Tue Apr 23 21:09:40 +0000 2013,1085,,,True,False,3704,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1211398318099750912/3vzVMLgy_normal.jpg,https://pbs.twimg.com/profile_images/1211398318099750912/3vzVMLgy_normal.jpg,https://pbs.twimg.com/profile_banners/1375499222/1577654841,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Tue Jan 21 23:18:57 +0000 2020,1219761330456080384,1219761330456080384,"To all @CPEDEdD colleagues &amp; other friends:
Our Faculty Affairs Committee is developing a #Faculty #Workload policy, particularly w/ an emphasis on #OnlineFaculty. This is a new venture for us &amp; we want to make sure we are adeptly supporting their work @UDaytonSEHS @univofdayton",False,"[0, 287]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,2,False,False,en,"[{'text': 'Faculty', 'indices': [94, 102]}, {'text': 'Workload', 'indices': [103, 112]}, {'text': 'OnlineFaculty', 'indices': [152, 166]}]",[],"[{'screen_name': 'CPEDEdD', 'name': 'CPEDEdD', 'id': 780749682, 'id_str': '780749682', 'indices': [7, 15]}, {'screen_name': 'UDaytonSEHS', 'name': 'UD Education and Health Sciences', 'id': 950413394758250496, 'id_str': '950413394758250496', 'indices': [261, 273]}, {'screen_name': 'univofdayton', 'name': 'University of Dayton', 'id': 19321518, 'id_str': '19321518', 'indices': [274, 287]}]",[],en,recent,729891281007058944,729891281007058944,"Matthew A. Witenstein, Ph.D.",mattwitenstein,"Palm Springs, CA","Assistant Professor, Dept of Ed Admin, University of Dayton @UDaytonSEHS @univdayton. I am a Higher Education & International/Comparative Education researcher.",https://t.co/NOFZWuxC2u,"[{'url': 'https://t.co/NOFZWuxC2u', 'expanded_url': 'https://scholar.google.com/scholar?hl=en&q=matthew+witenstein&btnG=&as_sdt=1%2C5&as_sdtp=&oq=m', 'display_url': 'scholar.google.com/scholar?hl=en&…', 'indices': [0, 23]}]",[],False,892,1051,9,Tue May 10 04:30:16 +0000 2016,5239,,,False,False,1863,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/729892780047147009/pod1UrOy_normal.jpg,https://pbs.twimg.com/profile_images/729892780047147009/pod1UrOy_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Tue Jan 21 20:49:45 +0000 2020,1219723779376472065,1219723779376472065,"RT @tonykroeger: @mcewanlab @univofdayton Great name (Olmsted Oxbow). Have not heard it called that before, but I do get the reference.",False,"[0, 135]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'tonykroeger', 'name': 'Tony Kroeger', 'id': 93125900, 'id_str': '93125900', 'indices': [3, 15]}, {'screen_name': 'mcewanlab', 'name': 'Ryan W. McEwan, PhD.', 'id': 2604104648, 'id_str': '2604104648', 'indices': [17, 27]}, {'screen_name': 'univofdayton', 'name': 'University of Dayton', 'id': 19321518, 'id_str': '19321518', 'indices': [28, 41]}]",[],en,recent,2604104648,2604104648,"Ryan W. McEwan, PhD.",mcewanlab,"Dayton, Ohio","My lab group at the University of Dayton studies how ecological systems function, change, and link with human societies.  All opinions mine.  He/Him",https://t.co/iQP00OZc5O,"[{'url': 'https://t.co/iQP00OZc5O', 'expanded_url': 'http://mcewanlab.org', 'display_url': 'mcewanlab.org', 'indices': [0, 23]}]",[],False,1112,1119,46,Fri Jul 04 20:58:15 +0000 2014,2697,,,True,False,6743,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/1115729810456817665/4fuZ-96Y_normal.png,https://pbs.twimg.com/profile_images/1115729810456817665/4fuZ-96Y_normal.png,https://pbs.twimg.com/profile_banners/2604104648/1404509473,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,Tue Jan 21 16:52:24 +0000 2020,1.2196640503483884e+18,1219664050348388352,"@mcewanlab @univofdayton Great name (Olmsted Oxbow). Have not heard it called that before, but I do get the reference.",False,"[25, 118]",[],[],"[{'screen_name': 'mcewanlab', 'name': 'Ryan W. McEwan, PhD.', 'id': 2604104648, 'id_str': '2604104648', 'indices': [0, 10]}, {'screen_name': 'univofdayton', 'name': 'University of Dayton', 'id': 19321518, 'id_str': '19321518', 'indices': [11, 24]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2196531003965235e+18,1219653100396523520,2604104648.0,2604104648,mcewanlab,93125900.0,93125900,Tony Kroeger,tonykroeger,"Dayton, OH","""Everyone was funny and everyone was pretty/
And everyone was coming towards the center of the city""",,[],False,721.0,717.0,16.0,Sat Nov 28 05:28:03 +0000 2009,6613.0,,,False,False,3964.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/705428661550366724/0bjLewoY_normal.jpg,https://pbs.twimg.com/profile_images/705428661550366724/0bjLewoY_normal.jpg,0023D4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,1.0,1.0,False,False,en,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/93125900/1424450750,,,,,,,,,,,,,
116,Mon Jan 20 16:47:54 +0000 2020,1219300530033496072,1219300530033496072,@mcewanlab @univofdayton @DaytonPrezSpina Hard to believe he was only 35 when he gave that speech.,False,"[42, 98]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2192665911179796e+18,1219266591117979649,2604104648.0,2604104648,mcewanlab,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'mcewanlab', 'name': 'Ryan W. McEwan, PhD.', 'id': 2604104648, 'id_str': '2604104648', 'indices': [0, 10]}, {'screen_name': 'univofdayton', 'name': 'University of Dayton', 'id': 19321518, 'id_str': '19321518', 'indices': [11, 24]}, {'screen_name': 'DaytonPrezSpina', 'name': 'Eric F. Spina', 'id': 73647801, 'id_str': '73647801', 'indices': [25, 41]}]",[],en,recent,15744357,15744357,mike kurtz,mikekurtz,"Dayton, OH",Flyer fan. Video pro. MBA student. Not sure what I want to do when I grow up.,,,[],False,980,787,44,Wed Aug 06 01:26:36 +0000 2008,404,,,True,False,2585,,False,False,False,A7B3D4,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/923658221654491136/kbZDDT0o_normal.jpg,https://pbs.twimg.com/profile_images/923658221654491136/kbZDDT0o_normal.jpg,https://pbs.twimg.com/profile_banners/15744357/1550541657,0036B3,FFFFFF,D9DCF7,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
