,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls
1,Wed Jan 22 11:49:44 +0000 2020,1219950271280963586,1219950271280963586,I am very happy to  announce that I have joined the team of @fabianaquaglia at @UninaIT. I look forward to contributing to the success of the Team in any way that I can. Ready to get back to work!!,False,"[0, 197]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,6,False,False,en,[],[],"[{'screen_name': 'fabianaquaglia', 'name': 'Fabiana Quaglia', 'id': 3071806420, 'id_str': '3071806420', 'indices': [60, 75]}, {'screen_name': 'UninaIT', 'name': 'Unina Federico II', 'id': 301373574, 'id_str': '301373574', 'indices': [79, 87]}]",[],en,recent,41078683,41078683,Ovidio Catanzano,OvidioCatanzano,"Napoli, Italy ","Post Doctoral Research Fellow @UninaIT interested in #hydrogels, #biomaterials, #nanomaterials, #drugdelivery, #woundhealing",https://t.co/JXRnOwBlRG,"[{'url': 'https://t.co/JXRnOwBlRG', 'expanded_url': 'https://www.researchgate.net/profile/Ovidio_Catanzano', 'display_url': 'researchgate.net/profile/Ovidio…', 'indices': [0, 23]}]",[],False,104,157,2,Tue May 19 08:15:20 +0000 2009,564,,,True,False,307,,False,False,False,000000,http://abs.twimg.com/images/themes/theme8/bg.gif,https://abs.twimg.com/images/themes/theme8/bg.gif,False,http://pbs.twimg.com/profile_images/649710590043254784/FfNmWsql_normal.jpg,https://pbs.twimg.com/profile_images/649710590043254784/FfNmWsql_normal.jpg,https://pbs.twimg.com/profile_banners/41078683/1443776977,4A913C,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Wed Jan 22 07:30:22 +0000 2020,1219884998335115266,1219884998335115266,@d_giovannelli @UninaIT @Wikipedia Good job. best wishes for you and your students. Continue your contribution in future also.,False,"[35, 126]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2189637998829896e+18,1218963799882989569,230042547.0,230042547,d_giovannelli,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'd_giovannelli', 'name': 'Donato Giovannelli', 'id': 230042547, 'id_str': '230042547', 'indices': [0, 14]}, {'screen_name': 'UninaIT', 'name': 'Unina Federico II', 'id': 301373574, 'id_str': '301373574', 'indices': [15, 23]}, {'screen_name': 'Wikipedia', 'name': 'Wikipedia', 'id': 86390214, 'id_str': '86390214', 'indices': [24, 34]}]",[],en,recent,3483245779,3483245779,Muhammad Ali,muhammadali7539,Pakistan,"Assistant Professor, PhD, Microbiologist, Biotechnologist",https://t.co/1mc6rruymR,"[{'url': 'https://t.co/1mc6rruymR', 'expanded_url': 'https://orcid.org/0000-0003-1196-1977', 'display_url': 'orcid.org/0000-0003-1196…', 'indices': [0, 23]}]",[],False,56,509,0,Mon Sep 07 15:41:37 +0000 2015,648,,,False,False,92,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1145194475825876992/A9N3Hz3Y_normal.jpg,https://pbs.twimg.com/profile_images/1145194475825876992/A9N3Hz3Y_normal.jpg,https://pbs.twimg.com/profile_banners/3483245779/1561870613,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Wed Jan 22 06:54:18 +0000 2020,1219875920531554308,1219875920531554308,@minigeology @UninaIT @RutgersDMCS @RutgersU @ELSI_origins @CnrIrbim @CVetriani @pbarry10 @archaearama @MaartendeMoor and many other all pop up in the chat with @minigeology,False,"[13, 173]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2198749944795628e+18,1219874994479562753,230042547.0,230042547,d_giovannelli,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'minigeology', 'name': 'minigeology', 'id': 419947246, 'id_str': '419947246', 'indices': [0, 12]}, {'screen_name': 'UninaIT', 'name': 'Unina Federico II', 'id': 301373574, 'id_str': '301373574', 'indices': [13, 21]}, {'screen_name': 'RutgersDMCS', 'name': 'Rutgers Marine Sci', 'id': 730034930525343744, 'id_str': '730034930525343744', 'indices': [22, 34]}, {'screen_name': 'RutgersU', 'name': 'Rutgers University', 'id': 19272796, 'id_str': '19272796', 'indices': [35, 44]}, {'screen_name': 'ELSI_origins', 'name': 'Earth-Life Science Institute (ELSI)', 'id': 1391469344, 'id_str': '1391469344', 'indices': [45, 58]}, {'screen_name': 'CnrIrbim', 'name': 'IRBIM CNR', 'id': 1061020225016074243, 'id_str': '1061020225016074243', 'indices': [59, 68]}, {'screen_name': 'CVetriani', 'name': 'costantino vetriani', 'id': 1106951448, 'id_str': '1106951448', 'indices': [69, 79]}, {'screen_name': 'pbarry10', 'name': 'Peter Barry', 'id': 263525491, 'id_str': '263525491', 'indices': [80, 89]}, {'screen_name': 'archaearama', 'name': 'Karen Lloyd', 'id': 920986483, 'id_str': '920986483', 'indices': [90, 102]}, {'screen_name': 'MaartendeMoor', 'name': 'Maarten de Moor', 'id': 135512847, 'id_str': '135512847', 'indices': [103, 117]}, {'screen_name': 'minigeology', 'name': 'minigeology', 'id': 419947246, 'id_str': '419947246', 'indices': [161, 173]}]",[],en,recent,230042547,230042547,Donato Giovannelli,d_giovannelli,"Earth, Solar System, Milky Way","Microbiologist studying extreme environments and astrobiology @uninaIT, @RutgersU, @CnrIrbim & @PR_ELSI • cofounder @ItalNanoTech",https://t.co/tdtYwV6fxm,"[{'url': 'https://t.co/tdtYwV6fxm', 'expanded_url': 'https://dgiovannelli.github.io//', 'display_url': 'dgiovannelli.github.io//', 'indices': [0, 23]}]",[],False,2198,3356,57,Fri Dec 24 03:00:38 +0000 2010,3464,,,True,False,3059,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/731321417682145281/5GJ4KmlF_normal.jpg,https://pbs.twimg.com/profile_images/731321417682145281/5GJ4KmlF_normal.jpg,https://pbs.twimg.com/profile_banners/230042547/1548853327,2FC2EF,181A1E,252429,666666,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Tue Jan 21 13:52:36 +0000 2020,1219618803304337411,1219618803304337411,"Welcome in Napoli to Takuma Kikutsuji from Prof. Kang Kim group in Osaka, who will join in our Group @UninaIT as a visiting Scholar during the next few months",False,"[0, 158]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'UninaIT', 'name': 'Unina Federico II', 'id': 301373574, 'id_str': '301373574', 'indices': [101, 109]}]",[],en,recent,1276381135,1276381135,Raffaele Pastore,RaphaelPastore,"Naples, Italy",Assistant Professor (RTD-A) at DICMAPI @UninaIT. Statistical Physics and Soft Matter.,https://t.co/gqY7CNlNGN,"[{'url': 'https://t.co/gqY7CNlNGN', 'expanded_url': 'http://rpastore.altervista.org/', 'display_url': 'rpastore.altervista.org', 'indices': [0, 23]}]",[],False,119,379,0,Mon Mar 18 00:31:03 +0000 2013,453,,,True,False,336,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/441584295174365184/K6DpR3nh_normal.jpeg,https://pbs.twimg.com/profile_images/441584295174365184/K6DpR3nh_normal.jpeg,https://pbs.twimg.com/profile_banners/1276381135/1448874400,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Mon Jan 20 13:05:08 +0000 2020,1219244467443654657,1219244467443654657,@SylvainLadame @ICMUB @UninaIT @ChemCommun @njuniversity 😂😂 I try to walk in your footsteps..,False,"[57, 93]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2192208294494659e+18,1219220829449465856,8.601373581880607e+17,860137358188060673,SylvainLadame,,,,,False,1,1,False,False,en,[],[],"[{'screen_name': 'SylvainLadame', 'name': 'SylvainLadame', 'id': 860137358188060673, 'id_str': '860137358188060673', 'indices': [0, 14]}, {'screen_name': 'ICMUB', 'name': 'ICMUB', 'id': 247280750, 'id_str': '247280750', 'indices': [15, 21]}, {'screen_name': 'UninaIT', 'name': 'Unina Federico II', 'id': 301373574, 'id_str': '301373574', 'indices': [22, 30]}, {'screen_name': 'ChemCommun', 'name': 'ChemComm', 'id': 23746957, 'id_str': '23746957', 'indices': [31, 42]}, {'screen_name': 'njuniversity', 'name': 'Nanjing University', 'id': 4580602423, 'id_str': '4580602423', 'indices': [43, 56]}]",[],en,recent,967999818,967999818,David Monchaud,dmonchaud,"@icmub, Dijon, France","Scientist (chemistry, biology, biophysics.. or something in between), big fan of DNA, RNA and all the funny structures they might fold into..",https://t.co/ibX39NuvXs,"[{'url': 'https://t.co/ibX39NuvXs', 'expanded_url': 'https://sites.google.com/site/monchaudchembiolab/', 'display_url': 'sites.google.com/site/monchaudc…', 'indices': [0, 23]}]",[],False,575,670,13,Sat Nov 24 13:16:47 +0000 2012,1048,,,False,False,498,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1178782359237386246/y7wVfZck_normal.jpg,https://pbs.twimg.com/profile_images/1178782359237386246/y7wVfZck_normal.jpg,https://pbs.twimg.com/profile_banners/967999818/1546424644,FAB81E,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Sun Jan 19 22:05:22 +0000 2020,1219018036168089600,1219018036168089600,@d_giovannelli @UninaIT @Wikipedia Great job!!,False,"[35, 46]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2189637998829896e+18,1218963799882989569,230042547.0,230042547,d_giovannelli,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'd_giovannelli', 'name': 'Donato Giovannelli', 'id': 230042547, 'id_str': '230042547', 'indices': [0, 14]}, {'screen_name': 'UninaIT', 'name': 'Unina Federico II', 'id': 301373574, 'id_str': '301373574', 'indices': [15, 23]}, {'screen_name': 'Wikipedia', 'name': 'Wikipedia', 'id': 86390214, 'id_str': '86390214', 'indices': [24, 34]}]",[],en,recent,16340475,16340475,☂️💎 Dr. Jennifer Glass 🔮🧬,methanoJen,"Atlanta, GA",I study tiny cells with global impacts. I work to diversify and democratize science. I say “people of color & white women” not “women & minorities”. she/her,https://t.co/WwZ6pmtHJf,"[{'url': 'https://t.co/WwZ6pmtHJf', 'expanded_url': 'http://www.jenniferglass.com', 'display_url': 'jenniferglass.com', 'indices': [0, 23]}]",[],False,5050,1266,120,Thu Sep 18 01:19:00 +0000 2008,25704,,,True,False,12879,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/811377722442268672/L9Q0Ar_m_normal.jpg,https://pbs.twimg.com/profile_images/811377722442268672/L9Q0Ar_m_normal.jpg,https://pbs.twimg.com/profile_banners/16340475/1579130538,FA743E,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
