,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang
1,Sat Jan 25 17:59:29 +0000 2020,1221130483293212680,1221130483293212680,"@marcuswdrover @jwgauld @ChemUWindsor @UWindsor Apple can be stolen, ideas can be amplified, who said that?",False,"[48, 107]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2207668619204362e+18,1220766861920436224,8.106828824234066e+17,810682882423406592,marcuswdrover,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'marcuswdrover', 'name': 'Marcus Drover', 'id': 810682882423406592, 'id_str': '810682882423406592', 'indices': [0, 14]}, {'screen_name': 'jwgauld', 'name': 'The Gauldstandard 🇦🇺🇨🇦🏳️\u200d🌈', 'id': 2462127523, 'id_str': '2462127523', 'indices': [15, 23]}, {'screen_name': 'ChemUWindsor', 'name': 'UWindsor Chemistry', 'id': 1021182618388312064, 'id_str': '1021182618388312064', 'indices': [24, 37]}, {'screen_name': 'UWindsor', 'name': 'UWindsor', 'id': 155608385, 'id_str': '155608385', 'indices': [38, 47]}]",[],en,recent,1061281084808355840,1061281084808355840,Tong@UWindsor,tongalumina,"Windsor, Ontario",Protein biochemist at UWindsor. Interested in molecular recognition. Opinions own.,https://t.co/s3Si2BSlSB,[],False,136,235,0,Sat Nov 10 15:35:03 +0000 2018,338,,,False,False,177,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1061314754818396160/Maql31vE_normal.jpg,https://pbs.twimg.com/profile_images/1061314754818396160/Maql31vE_normal.jpg,https://pbs.twimg.com/profile_banners/1061281084808355840/1572639823,ABB8C2,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/s3Si2BSlSB', 'expanded_url': 'https://tonglab.ca', 'display_url': 'tonglab.ca', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Fri Jan 24 19:00:26 +0000 2020,1220783435389841414,1220783435389841414,"@ianatonks @marcuswdrover @ChemUWindsor @UWindsor Now that I look around, it is the only wall in the office with that vertical pattern.",False,"[50, 135]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207826222861885e+18,1220782622286188544,54461840.0,54461840,ianatonks,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'ianatonks', 'name': 'Ian Tonks', 'id': 54461840, 'id_str': '54461840', 'indices': [0, 10]}, {'screen_name': 'marcuswdrover', 'name': 'Marcus Drover', 'id': 810682882423406592, 'id_str': '810682882423406592', 'indices': [11, 25]}, {'screen_name': 'ChemUWindsor', 'name': 'UWindsor Chemistry', 'id': 1021182618388312064, 'id_str': '1021182618388312064', 'indices': [26, 39]}, {'screen_name': 'UWindsor', 'name': 'UWindsor', 'id': 155608385, 'id_str': '155608385', 'indices': [40, 49]}]",[],en,recent,2462127523,2462127523,The Gauldstandard 🇦🇺🇨🇦🏳️‍🌈,jwgauld,"Windsor, Ontario, Canada",Computational chemist @UWindsor; Section Editor-in-Chief for Theoretical Chemistry of MDPI journal Molecules; Dept. Head.; Pronouns: He/Him.,,[],False,349,618,6,Thu Apr 24 19:46:56 +0000 2014,3355,,,True,False,1090,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1117203461731434497/IboUkPxh_normal.jpg,https://pbs.twimg.com/profile_images/1117203461731434497/IboUkPxh_normal.jpg,https://pbs.twimg.com/profile_banners/2462127523/1517636589,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Fri Jan 24 18:16:39 +0000 2020,1220772415845863424,1220772415845863424,@marcuswdrover @jwgauld @ChemUWindsor @UWindsor As special as he is...,False,"[48, 70]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207668619204362e+18,1220766861920436224,8.106828824234066e+17,810682882423406592,marcuswdrover,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'marcuswdrover', 'name': 'Marcus Drover', 'id': 810682882423406592, 'id_str': '810682882423406592', 'indices': [0, 14]}, {'screen_name': 'jwgauld', 'name': 'The Gauldstandard 🇦🇺🇨🇦🏳️\u200d🌈', 'id': 2462127523, 'id_str': '2462127523', 'indices': [15, 23]}, {'screen_name': 'ChemUWindsor', 'name': 'UWindsor Chemistry', 'id': 1021182618388312064, 'id_str': '1021182618388312064', 'indices': [24, 37]}, {'screen_name': 'UWindsor', 'name': 'UWindsor', 'id': 155608385, 'id_str': '155608385', 'indices': [38, 47]}]",[],en,recent,3617859336,3617859336,SAHAR NIKOO,SHR_NKO,"Windsor, Ontario, Canada",Comp Chem PhD from @UWindsor @ChemUWindsor,,[],False,43,117,0,Sat Sep 19 16:59:51 +0000 2015,636,,,False,False,82,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1207847844813496321/nLJo6lna_normal.jpg,https://pbs.twimg.com/profile_images/1207847844813496321/nLJo6lna_normal.jpg,https://pbs.twimg.com/profile_banners/3617859336/1576624932,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Fri Jan 24 16:49:17 +0000 2020,1220750431581868033,1220750431581868033,"@UWindsor @universityofga But the basic issue remains. If @UWindsor found out about Holosko's past and let him go, why are they keeping silent about it now? What about other institutions that might hire him and students who might come into contact with him? Passing the harasser = complicity. #MeToo",False,"[26, 299]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207493650332099e+18,1220749365033209857,16188864.0,16188864,mbalter,,,,,False,0,1,False,False,en,"[{'text': 'MeToo', 'indices': [293, 299]}]",[],"[{'screen_name': 'UWindsor', 'name': 'UWindsor', 'id': 155608385, 'id_str': '155608385', 'indices': [0, 9]}, {'screen_name': 'universityofga', 'name': 'UGA', 'id': 16435792, 'id_str': '16435792', 'indices': [10, 25]}, {'screen_name': 'UWindsor', 'name': 'UWindsor', 'id': 155608385, 'id_str': '155608385', 'indices': [58, 67]}]",[],en,recent,16188864,16188864,Michael Balter,mbalter,Recently returned to USA from 29 yrs exile in Europe.,"Journalism prof, City College of New York; contributor to CJR, SciAm, SAPIENS, The Verge, Yale E360, etc. Anthro, mental health, environ, #MeTooSTEM",https://t.co/v0beVGZvPj,[],False,5898,5230,278,Mon Sep 08 18:43:35 +0000 2008,70127,,,True,False,89151,,False,False,False,000000,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/769528655760547841/AOg5UXnh_normal.jpg,https://pbs.twimg.com/profile_images/769528655760547841/AOg5UXnh_normal.jpg,https://pbs.twimg.com/profile_banners/16188864/1493798178,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/v0beVGZvPj', 'expanded_url': 'http://michaelbalter.com', 'display_url': 'michaelbalter.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Fri Jan 24 16:45:03 +0000 2020,1220749365033209857,1220749365033209857,"@UWindsor @universityofga After talking to sources at @UnWindsor, it appears that at some point the uni became aware of Holosko's past and he is no longer working there. Anyone who knows his current whereabouts is invited to DM me, with thanks. Strangely, his Windsor email is active.",False,"[26, 284]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2206984020586578e+18,1220698402058657793,16188864.0,16188864,mbalter,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UWindsor', 'name': 'UWindsor', 'id': 155608385, 'id_str': '155608385', 'indices': [0, 9]}, {'screen_name': 'universityofga', 'name': 'UGA', 'id': 16435792, 'id_str': '16435792', 'indices': [10, 25]}]",[],en,recent,16188864,16188864,Michael Balter,mbalter,Recently returned to USA from 29 yrs exile in Europe.,"Journalism prof, City College of New York; contributor to CJR, SciAm, SAPIENS, The Verge, Yale E360, etc. Anthro, mental health, environ, #MeTooSTEM",https://t.co/v0beVGZvPj,[],False,5898,5230,278,Mon Sep 08 18:43:35 +0000 2008,70127,,,True,False,89151,,False,False,False,000000,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/769528655760547841/AOg5UXnh_normal.jpg,https://pbs.twimg.com/profile_images/769528655760547841/AOg5UXnh_normal.jpg,https://pbs.twimg.com/profile_banners/16188864/1493798178,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/v0beVGZvPj', 'expanded_url': 'http://michaelbalter.com', 'display_url': 'michaelbalter.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Fri Jan 24 02:07:36 +0000 2020,1220528546948550656,1220528546948550656,@CityClimateAct @UWindsor @UwindsorSoca Thank you @CityClimateAct for a great event!,False,"[40, 84]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2205169286467625e+18,1220516928646762497,1.178704911426564e+18,1178704911426564096,JANEMCARTHUR11,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'CityClimateAct', 'name': 'Cities & Climate Action Forum', 'id': 1175398545949696002, 'id_str': '1175398545949696002', 'indices': [0, 15]}, {'screen_name': 'UWindsor', 'name': 'UWindsor', 'id': 155608385, 'id_str': '155608385', 'indices': [16, 25]}, {'screen_name': 'UwindsorSoca', 'name': 'UWindsor-SoCA', 'id': 821737172957011968, 'id_str': '821737172957011968', 'indices': [26, 39]}, {'screen_name': 'CityClimateAct', 'name': 'Cities & Climate Action Forum', 'id': 1175398545949696002, 'id_str': '1175398545949696002', 'indices': [50, 65]}]",[],en,recent,1178704911426564096,1178704911426564096,Jane McArthur,JANEMCARTHUR11,,"Mother; health, environment, community researcher and storyteller; PhD Candidate UWindsor Sociology/Social Justice, RA with Flip the Script",https://t.co/OSTTI9af5G,[],False,226,883,2,Mon Sep 30 16:15:35 +0000 2019,3811,,,False,False,1076,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1217154022605496320/8uMAEXHM_normal.jpg,https://pbs.twimg.com/profile_images/1217154022605496320/8uMAEXHM_normal.jpg,https://pbs.twimg.com/profile_banners/1178704911426564096/1578677459,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/OSTTI9af5G', 'expanded_url': 'https://www.youtube.com/watch?v=NBjy6IUxuXs', 'display_url': 'youtube.com/watch?v=NBjy6I…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Thu Jan 23 19:51:01 +0000 2020,1220433775827521536,1220433775827521536,@SSophieBoudreau @UWindsor @uwilldiscover @csa_sociology You too @SSophieBoudreau !!,False,"[57, 84]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2204291278382408e+18,1220429127838240768,188919429.0,188919429,SSophieBoudreau,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'SSophieBoudreau', 'name': 'Sophie Boudreau', 'id': 188919429, 'id_str': '188919429', 'indices': [0, 16]}, {'screen_name': 'UWindsor', 'name': 'UWindsor', 'id': 155608385, 'id_str': '155608385', 'indices': [17, 26]}, {'screen_name': 'uwilldiscover', 'name': 'UWill Discover', 'id': 3017624787, 'id_str': '3017624787', 'indices': [27, 41]}, {'screen_name': 'csa_sociology', 'name': 'CSA-SCS', 'id': 599176930, 'id_str': '599176930', 'indices': [42, 56]}, {'screen_name': 'SSophieBoudreau', 'name': 'Sophie Boudreau', 'id': 188919429, 'id_str': '188919429', 'indices': [65, 81]}]",[],en,recent,1178704911426564096,1178704911426564096,Jane McArthur,JANEMCARTHUR11,,"Mother; health, environment, community researcher and storyteller; PhD Candidate UWindsor Sociology/Social Justice, RA with Flip the Script",https://t.co/OSTTI9af5G,[],False,226,883,2,Mon Sep 30 16:15:35 +0000 2019,3811,,,False,False,1076,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1217154022605496320/8uMAEXHM_normal.jpg,https://pbs.twimg.com/profile_images/1217154022605496320/8uMAEXHM_normal.jpg,https://pbs.twimg.com/profile_banners/1178704911426564096/1578677459,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/OSTTI9af5G', 'expanded_url': 'https://www.youtube.com/watch?v=NBjy6IUxuXs', 'display_url': 'youtube.com/watch?v=NBjy6I…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Thu Jan 23 18:56:14 +0000 2020,1220419988902772736,1220419988902772736,"I am now registered for the @UWindsor 3MT, and have submitted abstracts for conference presentations  @uwilldiscover and @csa_sociology at Congress of the Humanities. And now, back to dissertation revisions...",False,"[0, 209]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,5,False,False,en,[],[],"[{'screen_name': 'UWindsor', 'name': 'UWindsor', 'id': 155608385, 'id_str': '155608385', 'indices': [28, 37]}, {'screen_name': 'uwilldiscover', 'name': 'UWill Discover', 'id': 3017624787, 'id_str': '3017624787', 'indices': [102, 116]}, {'screen_name': 'csa_sociology', 'name': 'CSA-SCS', 'id': 599176930, 'id_str': '599176930', 'indices': [121, 135]}]",[],en,recent,1178704911426564096,1178704911426564096,Jane McArthur,JANEMCARTHUR11,,"Mother; health, environment, community researcher and storyteller; PhD Candidate UWindsor Sociology/Social Justice, RA with Flip the Script",https://t.co/OSTTI9af5G,[],False,226,883,2,Mon Sep 30 16:15:35 +0000 2019,3811,,,False,False,1076,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1217154022605496320/8uMAEXHM_normal.jpg,https://pbs.twimg.com/profile_images/1217154022605496320/8uMAEXHM_normal.jpg,https://pbs.twimg.com/profile_banners/1178704911426564096/1578677459,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/OSTTI9af5G', 'expanded_url': 'https://www.youtube.com/watch?v=NBjy6IUxuXs', 'display_url': 'youtube.com/watch?v=NBjy6I…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Thu Jan 23 18:33:49 +0000 2020,1220414348612505600,1220414348612505600,@AllisonDawnGray @UWindsor @UWinFAHSS @SAC_UWindsor close to a dozen in the room in total...? interesting presentations and good questions and discussion after. :),False,"[52, 163]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220414049235632e+18,1220414049235632133,7.054081247363809e+17,705408124736380928,AllisonDawnGray,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'AllisonDawnGray', 'name': 'Allison Gray', 'id': 705408124736380928, 'id_str': '705408124736380928', 'indices': [0, 16]}, {'screen_name': 'UWindsor', 'name': 'UWindsor', 'id': 155608385, 'id_str': '155608385', 'indices': [17, 26]}, {'screen_name': 'UWinFAHSS', 'name': 'UWindsor FAHSS', 'id': 3021477041, 'id_str': '3021477041', 'indices': [27, 37]}, {'screen_name': 'SAC_UWindsor', 'name': 'SocAnthroCrim', 'id': 1154029083489185793, 'id_str': '1154029083489185793', 'indices': [38, 51]}]",[],en,recent,1178704911426564096,1178704911426564096,Jane McArthur,JANEMCARTHUR11,,"Mother; health, environment, community researcher and storyteller; PhD Candidate UWindsor Sociology/Social Justice, RA with Flip the Script",https://t.co/OSTTI9af5G,[],False,226,883,2,Mon Sep 30 16:15:35 +0000 2019,3811,,,False,False,1076,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1217154022605496320/8uMAEXHM_normal.jpg,https://pbs.twimg.com/profile_images/1217154022605496320/8uMAEXHM_normal.jpg,https://pbs.twimg.com/profile_banners/1178704911426564096/1578677459,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/OSTTI9af5G', 'expanded_url': 'https://www.youtube.com/watch?v=NBjy6IUxuXs', 'display_url': 'youtube.com/watch?v=NBjy6I…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Thu Jan 23 18:32:38 +0000 2020,1220414049235632133,1220414049235632133,@JANEMCARTHUR11 @UWindsor @UWinFAHSS @SAC_UWindsor Good turn out?,False,"[51, 65]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220392407017173e+18,1220392407017172992,1.178704911426564e+18,1178704911426564096,JANEMCARTHUR11,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'JANEMCARTHUR11', 'name': 'Jane McArthur', 'id': 1178704911426564096, 'id_str': '1178704911426564096', 'indices': [0, 15]}, {'screen_name': 'UWindsor', 'name': 'UWindsor', 'id': 155608385, 'id_str': '155608385', 'indices': [16, 25]}, {'screen_name': 'UWinFAHSS', 'name': 'UWindsor FAHSS', 'id': 3021477041, 'id_str': '3021477041', 'indices': [26, 36]}, {'screen_name': 'SAC_UWindsor', 'name': 'SocAnthroCrim', 'id': 1154029083489185793, 'id_str': '1154029083489185793', 'indices': [37, 50]}]",[],en,recent,705408124736380928,705408124736380928,Allison Gray,AllisonDawnGray,"London, Ontario","#Introvert #Athlete personally celebrating #NoAnimalIngredients and professionally studying #FoodCrime and #PlantMeat.

PhD candidate University of Windsor.",,[],False,66,220,0,Thu Mar 03 15:02:57 +0000 2016,744,,,False,False,170,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/873600397046411267/xPVNuQyE_normal.jpg,https://pbs.twimg.com/profile_images/873600397046411267/xPVNuQyE_normal.jpg,https://pbs.twimg.com/profile_banners/705408124736380928/1497117539,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
