,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang
0,Wed Jan 22 16:20:01 +0000 2020,1220018290346594308,1220018290346594308,@UT3PaulSabatier @InsermOccPy @CNRS_Toulouse @Genotoul @INRAE_Tlse @Univ_Toulouse Many thanks to all the team!,False,"[82, 110]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2199209413099233e+18,1219920941309923329,441683520.0,441683520,UT3PaulSabatier,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'UT3PaulSabatier', 'name': 'UT3 Paul Sabatier', 'id': 441683520, 'id_str': '441683520', 'indices': [0, 16]}, {'screen_name': 'InsermOccPy', 'name': 'Inserm Occitanie Pyrénées', 'id': 2905160855, 'id_str': '2905160855', 'indices': [17, 29]}, {'screen_name': 'CNRS_Toulouse', 'name': 'CNRS Occitanie Ouest', 'id': 2226740354, 'id_str': '2226740354', 'indices': [30, 44]}, {'screen_name': 'Genotoul', 'name': 'GENOTOUL', 'id': 882165328293355520, 'id_str': '882165328293355520', 'indices': [45, 54]}, {'screen_name': 'INRAE_Tlse', 'name': 'INRAE Occitanie-Toulouse', 'id': 713273496315498496, 'id_str': '713273496315498496', 'indices': [55, 66]}, {'screen_name': 'Univ_Toulouse', 'name': 'Université de Toulouse', 'id': 133702819, 'id_str': '133702819', 'indices': [67, 81]}]",[],en,recent,4891165211,4891165211,RFMF,rfmf_official,France,"Scientific society gathering more than 300 people working in the field of #Metabolomics and #Fluxomics.
#GoodFoodScience",https://t.co/FPfj1VvnNl,"[{'url': 'https://t.co/FPfj1VvnNl', 'expanded_url': 'http://www.rfmf.fr/', 'display_url': 'rfmf.fr', 'indices': [0, 23]}]",[],False,517,298,5,Tue Feb 09 07:32:08 +0000 2016,518,,,False,False,487,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/989534700556443650/bxNq2lNM_normal.jpg,https://pbs.twimg.com/profile_images/989534700556443650/bxNq2lNM_normal.jpg,https://pbs.twimg.com/profile_banners/4891165211/1455003726,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Wed Jan 22 15:45:24 +0000 2020,1220009576826900482,1220009576826900482,RT @RafaMayoGarcia: We have submitted our @MSCActions ITN proposal coordinated by @UT3PaulSabatier to @EU_H2020,False,"[0, 111]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'RafaMayoGarcia', 'name': 'Rafael Mayo García', 'id': 1314459104, 'id_str': '1314459104', 'indices': [3, 18]}, {'screen_name': 'MSCActions', 'name': 'MarieSkłodowskaCurie', 'id': 278506592, 'id_str': '278506592', 'indices': [42, 53]}, {'screen_name': 'UT3PaulSabatier', 'name': 'UT3 Paul Sabatier', 'id': 441683520, 'id_str': '441683520', 'indices': [82, 98]}, {'screen_name': 'EU_H2020', 'name': 'Horizon 2020🇪🇺', 'id': 1379662802, 'id_str': '1379662802', 'indices': [102, 111]}]",[],en,recent,425026819,425026819,Mari Carmen Ibáñez H,MCIbanezH,Zaragoza,Gestión #Citizenscience @Ibercivis   Comunicac. y docente @MontessoriZgza     https://t.co/vdhGeNcx6U    .......   Cuenta personal,,,"[{'url': 'https://t.co/vdhGeNcx6U', 'expanded_url': 'http://es.linkedin.com/in/maricarmenibanezhernandez/', 'display_url': 'es.linkedin.com/in/maricarmeni…', 'indices': [78, 101]}]",False,964,520,70,Wed Nov 30 13:21:59 +0000 2011,7096,,,True,False,9160,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/974059921787453442/1sGq69SD_normal.jpg,https://pbs.twimg.com/profile_images/974059921787453442/1sGq69SD_normal.jpg,https://pbs.twimg.com/profile_banners/425026819/1518265571,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Fri Jan 17 07:04:50 +0000 2020,1.218066630745432e+18,1218066630745432064,We have submitted our @MSCActions ITN proposal coordinated by @UT3PaulSabatier to @EU_H2020,False,"[0, 91]",[],[],"[{'screen_name': 'MSCActions', 'name': 'MarieSkłodowskaCurie', 'id': 278506592, 'id_str': '278506592', 'indices': [22, 33]}, {'screen_name': 'UT3PaulSabatier', 'name': 'UT3 Paul Sabatier', 'id': 441683520, 'id_str': '441683520', 'indices': [62, 78]}, {'screen_name': 'EU_H2020', 'name': 'Horizon 2020🇪🇺', 'id': 1379662802, 'id_str': '1379662802', 'indices': [82, 91]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1314459104.0,1314459104,Rafael Mayo García,RafaMayoGarcia,,Senior researcher (Assoc Prof) and Head of the Scientific IT Unit at @CIEMAT_Moncloa. @SciTrack R&D group PI. @Harvard_IACS Fellow.,,[],False,215.0,156.0,8.0,Fri Mar 29 16:56:57 +0000 2013,502.0,,,False,False,3115.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3476336371/b54446eca570b504f61155e575460f81_normal.jpeg,https://pbs.twimg.com/profile_images/3476336371/b54446eca570b504f61155e575460f81_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,1.0,2.0,False,False,en
