,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang
4,Sat Jan 25 11:32:55 +0000 2020,1221033199817633793,1221033199817633793,@JTrippas @CharlotteHase @tudelft Ja! Well I will be looking for them anyway! 😄,False,"[34, 79]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220836371486503e+18,1220836371486502912,391867472.0,391867472,JTrippas,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'JTrippas', 'name': 'Johanne', 'id': 391867472, 'id_str': '391867472', 'indices': [0, 9]}, {'screen_name': 'CharlotteHase', 'name': 'Claudia Hauff', 'id': 305474242, 'id_str': '305474242', 'indices': [10, 24]}, {'screen_name': 'tudelft', 'name': 'TU Delft', 'id': 29964546, 'id_str': '29964546', 'indices': [25, 33]}]",[],en,recent,121709074,121709074,David Maxwell 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇪🇪🇺,maxwelld90,"Glasgow, Scotland",Just finished my PhD in Information Retrieval (CompSci) @ @uofglasgow. Go have a look at https://t.co/dl7CVFxbU9,https://t.co/dx4wtLubuj,"[{'url': 'https://t.co/dl7CVFxbU9', 'expanded_url': 'https://www.tangowithdjango.com', 'display_url': 'tangowithdjango.com', 'indices': [89, 112]}]",False,586,443,23,Wed Mar 10 10:10:47 +0000 2010,1125,,,True,False,789,,False,False,False,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1189670739714224136/gU1qMeYg_normal.jpg,https://pbs.twimg.com/profile_images/1189670739714224136/gU1qMeYg_normal.jpg,https://pbs.twimg.com/profile_banners/121709074/1572471675,0072C6,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/dx4wtLubuj', 'expanded_url': 'https://www.dmax.org.uk', 'display_url': 'dmax.org.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Sat Jan 25 11:32:11 +0000 2020,1221033016547475462,1221033016547475462,@mckeowns87 @CharlotteHase @tudelft Dank je! For sure. Been meaning to for a while. 🍻,False,"[36, 85]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220799938235437e+18,1220799938235437064,265824520.0,265824520,mckeowns87,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'mckeowns87', 'name': 'Sean McKeown', 'id': 265824520, 'id_str': '265824520', 'indices': [0, 11]}, {'screen_name': 'CharlotteHase', 'name': 'Claudia Hauff', 'id': 305474242, 'id_str': '305474242', 'indices': [12, 26]}, {'screen_name': 'tudelft', 'name': 'TU Delft', 'id': 29964546, 'id_str': '29964546', 'indices': [27, 35]}]",[],en,recent,121709074,121709074,David Maxwell 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇪🇪🇺,maxwelld90,"Glasgow, Scotland",Just finished my PhD in Information Retrieval (CompSci) @ @uofglasgow. Go have a look at https://t.co/dl7CVFxbU9,https://t.co/dx4wtLubuj,"[{'url': 'https://t.co/dl7CVFxbU9', 'expanded_url': 'https://www.tangowithdjango.com', 'display_url': 'tangowithdjango.com', 'indices': [89, 112]}]",False,586,443,23,Wed Mar 10 10:10:47 +0000 2010,1125,,,True,False,789,,False,False,False,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1189670739714224136/gU1qMeYg_normal.jpg,https://pbs.twimg.com/profile_images/1189670739714224136/gU1qMeYg_normal.jpg,https://pbs.twimg.com/profile_banners/121709074/1572471675,0072C6,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/dx4wtLubuj', 'expanded_url': 'https://www.dmax.org.uk', 'display_url': 'dmax.org.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sat Jan 25 11:31:32 +0000 2020,1221032852445417478,1221032852445417478,@suzan @mayasap88 @CharlotteHase @tudelft Definitely! I won't be that far away! 😃,False,"[42, 81]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207885781139866e+18,1220788578113986561,1991321.0,1991321,suzan,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'suzan', 'name': 'Suzan Verberne 🤹\u200d♀️', 'id': 1991321, 'id_str': '1991321', 'indices': [0, 6]}, {'screen_name': 'mayasap88', 'name': 'Maya', 'id': 184742888, 'id_str': '184742888', 'indices': [7, 17]}, {'screen_name': 'CharlotteHase', 'name': 'Claudia Hauff', 'id': 305474242, 'id_str': '305474242', 'indices': [18, 32]}, {'screen_name': 'tudelft', 'name': 'TU Delft', 'id': 29964546, 'id_str': '29964546', 'indices': [33, 41]}]",[],en,recent,121709074,121709074,David Maxwell 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇪🇪🇺,maxwelld90,"Glasgow, Scotland",Just finished my PhD in Information Retrieval (CompSci) @ @uofglasgow. Go have a look at https://t.co/dl7CVFxbU9,https://t.co/dx4wtLubuj,"[{'url': 'https://t.co/dl7CVFxbU9', 'expanded_url': 'https://www.tangowithdjango.com', 'display_url': 'tangowithdjango.com', 'indices': [89, 112]}]",False,586,443,23,Wed Mar 10 10:10:47 +0000 2010,1125,,,True,False,789,,False,False,False,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1189670739714224136/gU1qMeYg_normal.jpg,https://pbs.twimg.com/profile_images/1189670739714224136/gU1qMeYg_normal.jpg,https://pbs.twimg.com/profile_banners/121709074/1572471675,0072C6,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/dx4wtLubuj', 'expanded_url': 'https://www.dmax.org.uk', 'display_url': 'dmax.org.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Sat Jan 25 11:31:03 +0000 2020,1221032729892081666,1221032729892081666,@CharlotteHase @tudelft Thanks! It's gonna be great!! 😃,False,"[24, 55]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2208926308396278e+18,1220892630839627776,305474242.0,305474242,CharlotteHase,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'CharlotteHase', 'name': 'Claudia Hauff', 'id': 305474242, 'id_str': '305474242', 'indices': [0, 14]}, {'screen_name': 'tudelft', 'name': 'TU Delft', 'id': 29964546, 'id_str': '29964546', 'indices': [15, 23]}]",[],en,recent,121709074,121709074,David Maxwell 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇪🇪🇺,maxwelld90,"Glasgow, Scotland",Just finished my PhD in Information Retrieval (CompSci) @ @uofglasgow. Go have a look at https://t.co/dl7CVFxbU9,https://t.co/dx4wtLubuj,"[{'url': 'https://t.co/dl7CVFxbU9', 'expanded_url': 'https://www.tangowithdjango.com', 'display_url': 'tangowithdjango.com', 'indices': [89, 112]}]",False,586,443,23,Wed Mar 10 10:10:47 +0000 2010,1125,,,True,False,789,,False,False,False,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1189670739714224136/gU1qMeYg_normal.jpg,https://pbs.twimg.com/profile_images/1189670739714224136/gU1qMeYg_normal.jpg,https://pbs.twimg.com/profile_banners/121709074/1572471675,0072C6,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/dx4wtLubuj', 'expanded_url': 'https://www.dmax.org.uk', 'display_url': 'dmax.org.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Sat Jan 25 05:54:35 +0000 2020,1220948058285969408,1220948058285969408,"@maxwelld90 @CharlotteHase @tudelft Great, congrats!",False,"[36, 52]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207446767870034e+18,1220744676787003397,121709074.0,121709074,maxwelld90,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'maxwelld90', 'name': 'David Maxwell 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f🇮🇪🇪🇺', 'id': 121709074, 'id_str': '121709074', 'indices': [0, 11]}, {'screen_name': 'CharlotteHase', 'name': 'Claudia Hauff', 'id': 305474242, 'id_str': '305474242', 'indices': [12, 26]}, {'screen_name': 'tudelft', 'name': 'TU Delft', 'id': 29964546, 'id_str': '29964546', 'indices': [27, 35]}]",[],en,recent,1930184042,1930184042,Shahrzad Naseri,shahrzad_naseri,"Massachusetts, USA",PhD Candidate @UMassAmherst,,[],False,118,493,1,Thu Oct 03 10:08:06 +0000 2013,867,,,False,False,42,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1188564192204414978/4EklkxNJ_normal.jpg,https://pbs.twimg.com/profile_images/1188564192204414978/4EklkxNJ_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Sat Jan 25 02:14:20 +0000 2020,1220892630839627776,1220892630839627776,@maxwelld90 @tudelft We look forward to having you at TU Delft!!,False,"[21, 64]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2207446767870034e+18,1220744676787003397,121709074.0,121709074,maxwelld90,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'maxwelld90', 'name': 'David Maxwell 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f🇮🇪🇪🇺', 'id': 121709074, 'id_str': '121709074', 'indices': [0, 11]}, {'screen_name': 'tudelft', 'name': 'TU Delft', 'id': 29964546, 'id_str': '29964546', 'indices': [12, 20]}]",[],en,recent,305474242,305474242,Claudia Hauff,CharlotteHase,"Delft, Nederland",Associate Prof. at @tudelft. Information retrieval researcher going deep & conversational. Interned at Yahoo! & Microsoft. Web tech lecturer. Sabbatical wanted.,https://t.co/8ZsmfAtcKD,[],False,2154,1139,100,Thu May 26 08:36:35 +0000 2011,5329,,,True,False,4420,,False,False,False,000000,http://abs.twimg.com/images/themes/theme6/bg.gif,https://abs.twimg.com/images/themes/theme6/bg.gif,False,http://pbs.twimg.com/profile_images/833280779048345601/ra2lN8bn_normal.jpg,https://pbs.twimg.com/profile_images/833280779048345601/ra2lN8bn_normal.jpg,https://pbs.twimg.com/profile_banners/305474242/1478017027,FF691F,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/8ZsmfAtcKD', 'expanded_url': 'https://chauff.github.io/', 'display_url': 'chauff.github.io', 'indices': [0, 23]}]",4e696bef7e24d378,https://api.twitter.com/1.1/geo/id/4e696bef7e24d378.json,city,Delft,"Delft, Nederland",NL,The Netherlands,[],Polygon,"[[[4.3202114, 51.9663664], [4.407964, 51.9663664], [4.407964, 52.032543], [4.3202114, 52.032543]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Fri Jan 24 22:04:16 +0000 2020,1220829699313676288,1220829699313676288,@maxwelld90 @CharlotteHase @tudelft Congrats!!,False,"[36, 46]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207446767870034e+18,1220744676787003397,121709074.0,121709074,maxwelld90,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'maxwelld90', 'name': 'David Maxwell 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f🇮🇪🇪🇺', 'id': 121709074, 'id_str': '121709074', 'indices': [0, 11]}, {'screen_name': 'CharlotteHase', 'name': 'Claudia Hauff', 'id': 305474242, 'id_str': '305474242', 'indices': [12, 26]}, {'screen_name': 'tudelft', 'name': 'TU Delft', 'id': 29964546, 'id_str': '29964546', 'indices': [27, 35]}]",[],en,recent,97880420,97880420,Miguel Martinez,miguelmalvarez,London,Co-founder and Chief Data Scientist of @SignalHQ. Researcher/Data Scientists in Text Analytics trying to apply the best research algorithms in real life. PhD.,https://t.co/w1nj5yB2gX,[],False,1385,117,203,Sat Dec 19 11:25:54 +0000 2009,6571,,,True,False,5966,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/434666133526814720/tMXEUK75_normal.jpeg,https://pbs.twimg.com/profile_images/434666133526814720/tMXEUK75_normal.jpeg,https://pbs.twimg.com/profile_banners/97880420/1569813816,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/w1nj5yB2gX', 'expanded_url': 'http://www.miguelmalvarez.com', 'display_url': 'miguelmalvarez.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Fri Jan 24 20:06:01 +0000 2020,1220799938235437064,1220799938235437064,"@maxwelld90 @CharlotteHase @tudelft Excellent dude, up for a catch up before you head off?",False,"[36, 90]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2207446767870034e+18,1220744676787003397,121709074.0,121709074,maxwelld90,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'maxwelld90', 'name': 'David Maxwell 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f🇮🇪🇪🇺', 'id': 121709074, 'id_str': '121709074', 'indices': [0, 11]}, {'screen_name': 'CharlotteHase', 'name': 'Claudia Hauff', 'id': 305474242, 'id_str': '305474242', 'indices': [12, 26]}, {'screen_name': 'tudelft', 'name': 'TU Delft', 'id': 29964546, 'id_str': '29964546', 'indices': [27, 35]}]",[],en,recent,265824520,265824520,Sean McKeown,mckeowns87,,"PhD, Lecturer in Cybersecurity and Forensics, Edinburgh Napier University",,[],False,236,172,4,Mon Mar 14 05:56:40 +0000 2011,1484,,,False,False,318,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/507656773499510784/ICQ8xpsu_normal.jpeg,https://pbs.twimg.com/profile_images/507656773499510784/ICQ8xpsu_normal.jpeg,https://pbs.twimg.com/profile_banners/265824520/1409870985,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Fri Jan 24 19:20:52 +0000 2020,1220788578113986561,1220788578113986561,"@mayasap88 @maxwelld90 @CharlotteHase @tudelft Yes, we too!",False,"[47, 59]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220784782164091e+18,1220784782164090880,184742888.0,184742888,mayasap88,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'mayasap88', 'name': 'Maya', 'id': 184742888, 'id_str': '184742888', 'indices': [0, 10]}, {'screen_name': 'maxwelld90', 'name': 'David Maxwell 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f🇮🇪🇪🇺', 'id': 121709074, 'id_str': '121709074', 'indices': [11, 22]}, {'screen_name': 'CharlotteHase', 'name': 'Claudia Hauff', 'id': 305474242, 'id_str': '305474242', 'indices': [23, 37]}, {'screen_name': 'tudelft', 'name': 'TU Delft', 'id': 29964546, 'id_str': '29964546', 'indices': [38, 46]}]",[],en,recent,1991321,1991321,Suzan Verberne 🤹‍♀️,suzan,"Nijmegen, Nederland","1980 | Assistant Professor Text Mining & Retrieval (@TMLeiden), @LIACS and @DataScienceLCDS, @UniLeiden | Lives in #Nijmegen | Mother of 2 boys",https://t.co/orsndYw4My,[],False,1797,1543,80,Fri Mar 23 08:36:23 +0000 2007,11478,,,True,False,13175,,False,False,False,000000,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/1204839376657829888/Bxzacuah_normal.jpg,https://pbs.twimg.com/profile_images/1204839376657829888/Bxzacuah_normal.jpg,https://pbs.twimg.com/profile_banners/1991321/1489568055,117BCE,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/orsndYw4My', 'expanded_url': 'http://liacs.leidenuniv.nl/~verbernes/', 'display_url': 'liacs.leidenuniv.nl/~verbernes/', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Fri Jan 24 19:19:08 +0000 2020,1220788141134700544,1220788141134700544,"@maxwelld90 @CharlotteHase @tudelft Cool, congrats!",False,"[36, 51]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2207446767870034e+18,1220744676787003397,121709074.0,121709074,maxwelld90,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'maxwelld90', 'name': 'David Maxwell 🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f🇮🇪🇪🇺', 'id': 121709074, 'id_str': '121709074', 'indices': [0, 11]}, {'screen_name': 'CharlotteHase', 'name': 'Claudia Hauff', 'id': 305474242, 'id_str': '305474242', 'indices': [12, 26]}, {'screen_name': 'tudelft', 'name': 'TU Delft', 'id': 29964546, 'id_str': '29964546', 'indices': [27, 35]}]",[],en,recent,13507112,13507112,David Graus,dvdgrs,"Amsterdam, The Netherlands",person | PhD from @ILPS_Amsterdam | Former @FD_Nieuws & @BNR | @MSFTResearch intern '15 | Co-organizer @RecsysNL @DIR_2019,https://t.co/Y8vqUybMOB,[],False,1880,1194,142,Fri Feb 15 07:27:29 +0000 2008,8313,,,False,False,14288,,False,False,False,C7C3AF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1091669885690789888/iaMqyVGp_normal.jpg,https://pbs.twimg.com/profile_images/1091669885690789888/iaMqyVGp_normal.jpg,,1B95E0,FFFFFF,FFFFFF,000000,False,True,False,False,False,False,False,regular,"[{'url': 'https://t.co/Y8vqUybMOB', 'expanded_url': 'https://graus.nu', 'display_url': 'graus.nu', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
