,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
0,Sun Jan 26 04:55:32 +0000 2020,1221295585438732289,1221295585438732289,@JenElrick @yulaeroport @mcgillu Exactly!,False,"[33, 41]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212878053573018e+18,1221287805357301760,2212929853.0,2212929853,JenElrick,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'JenElrick', 'name': 'Dr. Jennifer Elrick', 'id': 2212929853, 'id_str': '2212929853', 'indices': [0, 10]}, {'screen_name': 'yulaeroport', 'name': 'YUL Aéroport international Montréal-Trudeau', 'id': 1112441192, 'id_str': '1112441192', 'indices': [11, 23]}, {'screen_name': 'mcgillu', 'name': 'McGill University', 'id': 18065266, 'id_str': '18065266', 'indices': [24, 32]}]",[],en,recent,186302155,186302155,Jean Beaman,jean23bean,"santa barbara, ca",Sociologist @ucsantabarbara. Northwestern Alum. Author #CitizenOutsider by @ucpress. AE @IDjnl. Research on race/racism/France & US. Yoga lover & sarcasm expert,https://t.co/oVCKApNZ6i,"[{'url': 'https://t.co/oVCKApNZ6i', 'expanded_url': 'https://ucsb.academia.edu/JeanBeaman', 'display_url': 'ucsb.academia.edu/JeanBeaman', 'indices': [0, 23]}]",[],False,2830,3984,49,Fri Sep 03 02:34:12 +0000 2010,25142,,,True,False,3937,,False,False,False,FFF04D,http://abs.twimg.com/images/themes/theme19/bg.gif,https://abs.twimg.com/images/themes/theme19/bg.gif,False,http://pbs.twimg.com/profile_images/1076995594130989056/yhjdQqak_normal.jpg,https://pbs.twimg.com/profile_images/1076995594130989056/yhjdQqak_normal.jpg,https://pbs.twimg.com/profile_banners/186302155/1503364574,9266CC,FFFFFF,F6FFD1,333333,True,True,False,False,False,False,False,none,fbd6d2f5a4e4a15e,https://api.twitter.com/1.1/geo/id/fbd6d2f5a4e4a15e.json,admin,California,"California, USA",US,United States,[],Polygon,"[[[-124.482003, 32.528832], [-114.131212, 32.528832], [-114.131212, 42.009519], [-124.482003, 42.009519]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Sun Jan 26 03:25:59 +0000 2020,1221273049934241792,1221273049934241792,@UroDocAsh @CIHR_IRSC @JoseJoaoMansure @DoctorJSpicer @mcgillu @cusm_muhc Oh yes...very memorable 3K days indeed!!,False,"[74, 114]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212728432136315e+18,1221272843213631490,124649482.0,124649482,UroDocAsh,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'UroDocAsh', 'name': 'Ashish M. Kamat, MD, MBBS', 'id': 124649482, 'id_str': '124649482', 'indices': [0, 10]}, {'screen_name': 'CIHR_IRSC', 'name': 'CIHR', 'id': 76332033, 'id_str': '76332033', 'indices': [11, 21]}, {'screen_name': 'JoseJoaoMansure', 'name': 'Jose Joao Mansure', 'id': 894031531680952320, 'id_str': '894031531680952320', 'indices': [22, 38]}, {'screen_name': 'DoctorJSpicer', 'name': 'Jonathan Spicer MD PhD', 'id': 295292758, 'id_str': '295292758', 'indices': [39, 53]}, {'screen_name': 'mcgillu', 'name': 'McGill University', 'id': 18065266, 'id_str': '18065266', 'indices': [54, 62]}, {'screen_name': 'cusm_muhc', 'name': 'Centre universitaire de santé McGill', 'id': 18539266, 'id_str': '18539266', 'indices': [63, 73]}]",[],en,recent,3351200627,3351200627,Wes kassouf,WesKassouf,"Montreal, Canada","Professor, Urologic Oncology, McGill University Health Center",,,[],False,424,176,2,Mon Jun 29 21:11:26 +0000 2015,1089,,,True,False,383,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1106864120308088832/c7s5AdmP_normal.png,https://pbs.twimg.com/profile_images/1106864120308088832/c7s5AdmP_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sun Jan 26 03:00:17 +0000 2020,1221266579192713216,1221266579192713216,@BBatmen_ @agustincerani @mcgillu @McGillEBOH Well done @agustincerani !!,False,"[46, 73]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212357827086172e+18,1221235782708617216,1.0112194738047468e+18,1011219473804746755,BBatmen_,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'BBatmen_', 'name': 'Batomen Brice', 'id': 1011219473804746755, 'id_str': '1011219473804746755', 'indices': [0, 9]}, {'screen_name': 'agustincerani', 'name': 'Agustin Cerani', 'id': 94498341, 'id_str': '94498341', 'indices': [10, 24]}, {'screen_name': 'mcgillu', 'name': 'McGill University', 'id': 18065266, 'id_str': '18065266', 'indices': [25, 33]}, {'screen_name': 'McGillEBOH', 'name': 'McGill EBOH', 'id': 3331463763, 'id_str': '3331463763', 'indices': [34, 45]}, {'screen_name': 'agustincerani', 'name': 'Agustin Cerani', 'id': 94498341, 'id_str': '94498341', 'indices': [56, 70]}]",[],en,recent,317955077,317955077,Hannah Alsdurf,etoile2965,,Doctoral candidate in Epidemiology @McGillU // TB researcher // proud auntie,,,[],False,110,51,0,Wed Jun 15 18:51:42 +0000 2011,309,,,False,False,97,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/845318288712355840/J89foZ-0_normal.jpg,https://pbs.twimg.com/profile_images/845318288712355840/J89foZ-0_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Sun Jan 26 00:03:45 +0000 2020,1221222153615499264,1221222153615499264,@WesKassouf @CIHR_IRSC @JoseJoaoMansure @DoctorJSpicer @mcgillu @cusm_muhc Amazing! Congratulations!,False,"[75, 100]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.221214399895167e+18,1221214399895166976,3351200627.0,3351200627,WesKassouf,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'WesKassouf', 'name': 'Wes kassouf', 'id': 3351200627, 'id_str': '3351200627', 'indices': [0, 11]}, {'screen_name': 'CIHR_IRSC', 'name': 'CIHR', 'id': 76332033, 'id_str': '76332033', 'indices': [12, 22]}, {'screen_name': 'JoseJoaoMansure', 'name': 'Jose Joao Mansure', 'id': 894031531680952320, 'id_str': '894031531680952320', 'indices': [23, 39]}, {'screen_name': 'DoctorJSpicer', 'name': 'Jonathan Spicer MD PhD', 'id': 295292758, 'id_str': '295292758', 'indices': [40, 54]}, {'screen_name': 'mcgillu', 'name': 'McGill University', 'id': 18065266, 'id_str': '18065266', 'indices': [55, 63]}, {'screen_name': 'cusm_muhc', 'name': 'Centre universitaire de santé McGill', 'id': 18539266, 'id_str': '18539266', 'indices': [64, 74]}]",[],en,recent,795267478901424129,795267478901424129,"Lysanne Campeau, MD",LysCampeauMD,"Outremont, Montréal","Assistant Professor, Jewish General Hospital, McGill University. Mother of two beautiful daughters, wife, urologist, translational researcher",https://t.co/CJq8azFH3u,"[{'url': 'https://t.co/CJq8azFH3u', 'expanded_url': 'http://jgh.ca/en/Urology-Lysanne-Campeau', 'display_url': 'jgh.ca/en/Urology-Lys…', 'indices': [0, 23]}]",[],False,247,212,2,Sun Nov 06 14:11:57 +0000 2016,696,,,True,False,170,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1032321256559919104/5RxEXYfW_normal.jpg,https://pbs.twimg.com/profile_images/1032321256559919104/5RxEXYfW_normal.jpg,https://pbs.twimg.com/profile_banners/795267478901424129/1529944764,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Sat Jan 25 23:44:21 +0000 2020,1221217271403573248,1221217271403573248,@WesKassouf @CIHR_IRSC @JoseJoaoMansure @DoctorJSpicer @mcgillu @cusm_muhc Congratulations! Well deserved!,False,"[75, 106]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.221214399895167e+18,1221214399895166976,3351200627.0,3351200627,WesKassouf,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'WesKassouf', 'name': 'Wes kassouf', 'id': 3351200627, 'id_str': '3351200627', 'indices': [0, 11]}, {'screen_name': 'CIHR_IRSC', 'name': 'CIHR', 'id': 76332033, 'id_str': '76332033', 'indices': [12, 22]}, {'screen_name': 'JoseJoaoMansure', 'name': 'Jose Joao Mansure', 'id': 894031531680952320, 'id_str': '894031531680952320', 'indices': [23, 39]}, {'screen_name': 'DoctorJSpicer', 'name': 'Jonathan Spicer MD PhD', 'id': 295292758, 'id_str': '295292758', 'indices': [40, 54]}, {'screen_name': 'mcgillu', 'name': 'McGill University', 'id': 18065266, 'id_str': '18065266', 'indices': [55, 63]}, {'screen_name': 'cusm_muhc', 'name': 'Centre universitaire de santé McGill', 'id': 18539266, 'id_str': '18539266', 'indices': [64, 74]}]",[],en,recent,1905661914,1905661914,Premal Patel,PremalPatelMD,"Winnipeg, Manitoba","Male Reproductive Urologist @uManitoba - Specializing in #MaleFertility, #VasectomyReversal and #MensHealth | Alum @uMiamiMedicine @uCalgaryMed @uOttawa",https://t.co/xjHKpPL9hf,"[{'url': 'https://t.co/xjHKpPL9hf', 'expanded_url': 'http://www.manitobafertility.com', 'display_url': 'manitobafertility.com', 'indices': [0, 23]}]",[],False,378,422,0,Wed Sep 25 23:11:37 +0000 2013,2152,,,False,False,981,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1123332102378881024/YUUWeArf_normal.png,https://pbs.twimg.com/profile_images/1123332102378881024/YUUWeArf_normal.png,https://pbs.twimg.com/profile_banners/1905661914/1548470533,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Sat Jan 25 23:32:56 +0000 2020,1221214399895166976,1221214399895166976,Honored to be recently awarded a 5-year @CIHR_IRSC grant on neutrophils and #radiation interplay in #bladdercancer much thanks to tireless efforts of @JoseJoaoMansure and team along with strong coapplicants @DoctorJSpicer Ciro Piccirillo and collaborators @mcgillu @cusm_muhc,False,"[0, 275]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,False,0,41,False,False,en,"[{'text': 'radiation', 'indices': [76, 86]}, {'text': 'bladdercancer', 'indices': [100, 114]}]",[],"[{'screen_name': 'CIHR_IRSC', 'name': 'CIHR', 'id': 76332033, 'id_str': '76332033', 'indices': [40, 50]}, {'screen_name': 'JoseJoaoMansure', 'name': 'Jose Joao Mansure', 'id': 894031531680952320, 'id_str': '894031531680952320', 'indices': [150, 166]}, {'screen_name': 'DoctorJSpicer', 'name': 'Jonathan Spicer MD PhD', 'id': 295292758, 'id_str': '295292758', 'indices': [207, 221]}, {'screen_name': 'mcgillu', 'name': 'McGill University', 'id': 18065266, 'id_str': '18065266', 'indices': [256, 264]}, {'screen_name': 'cusm_muhc', 'name': 'Centre universitaire de santé McGill', 'id': 18539266, 'id_str': '18539266', 'indices': [265, 275]}]",[],en,recent,3351200627,3351200627,Wes kassouf,WesKassouf,"Montreal, Canada","Professor, Urologic Oncology, McGill University Health Center",,,[],False,424,176,2,Mon Jun 29 21:11:26 +0000 2015,1089,,,True,False,383,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1106864120308088832/c7s5AdmP_normal.png,https://pbs.twimg.com/profile_images/1106864120308088832/c7s5AdmP_normal.png,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Sat Jan 25 20:35:56 +0000 2020,1221169855379931136,1221169855379931136,@agustincerani @mcgillu @McGillEBOH Congrats!,False,"[36, 45]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207751385909617e+18,1220775138590961665,94498341.0,94498341,agustincerani,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'agustincerani', 'name': 'Agustin Cerani', 'id': 94498341, 'id_str': '94498341', 'indices': [0, 14]}, {'screen_name': 'mcgillu', 'name': 'McGill University', 'id': 18065266, 'id_str': '18065266', 'indices': [15, 23]}, {'screen_name': 'McGillEBOH', 'name': 'McGill EBOH', 'id': 3331463763, 'id_str': '3331463763', 'indices': [24, 35]}]",[],en,recent,865209107355242496,865209107355242496,Sonia Grandi,grandi_sonia,,"Perinatal and pediatric epidemologist @McGillU | Interests include pregnancy complications, CVD health, epi methods, prediction modeling, pharmacoepidemiology",,,[],False,304,284,7,Thu May 18 14:15:00 +0000 2017,764,,,False,False,239,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/900182906873585664/SqawGhr1_normal.jpg,https://pbs.twimg.com/profile_images/900182906873585664/SqawGhr1_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Sat Jan 25 18:03:43 +0000 2020,1221131547065098241,1221131547065098241,@andrewpyper @mcgillu Offer her $20 for that awesome head wrap!!!!!,False,"[22, 67]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.2211211925659197e+18,1221121192565919744,216356419.0,216356419,andrewpyper,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'andrewpyper', 'name': 'Andrew Pyper', 'id': 216356419, 'id_str': '216356419', 'indices': [0, 12]}, {'screen_name': 'mcgillu', 'name': 'McGill University', 'id': 18065266, 'id_str': '18065266', 'indices': [13, 21]}]",[],en,recent,21532496,21532496,Dr. Christine Wong,cjayewong,Toronto ON Canada,"Passionate Torontonian, an extroverted introvert. For science content, check out my alter ego @ScienceConfab",,,[],False,274,621,35,Sun Feb 22 00:51:04 +0000 2009,28842,,,False,False,17808,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/335039575/Twitter_normal.jpg,https://pbs.twimg.com/profile_images/335039575/Twitter_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Sat Jan 25 17:13:36 +0000 2020,1221118937263419392,1221118937263419392,RT @ResearchInColor: Mentee 11. Jan Oledan (@jgaoln) - a researcher @ESoConflict @Princeton  w/ a Master’s degree in Econ w/ specialization…,False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'ResearchInColor', 'name': 'Research In Color Foundation', 'id': 1130132584694984704, 'id_str': '1130132584694984704', 'indices': [3, 19]}, {'screen_name': 'jgaoln', 'name': 'Jan', 'id': 147057385, 'id_str': '147057385', 'indices': [44, 51]}, {'screen_name': 'ESoConflict', 'name': 'Empirical Studies of Conflict Project', 'id': 1126867019549368320, 'id_str': '1126867019549368320', 'indices': [68, 80]}, {'screen_name': 'Princeton', 'name': 'Princeton University', 'id': 5694822, 'id_str': '5694822', 'indices': [81, 91]}]",[],en,recent,1080988027948859392,1080988027948859392,Rahma Ahmed,RahmaSAhmed,,PhD student - development econ/ political econ @ LSE • LSE International Inequalities Institute fellow • World Bank consultant • Research in Colour Treasurer,https://t.co/aUl6mYeJbp,"[{'url': 'https://t.co/aUl6mYeJbp', 'expanded_url': 'http://researchincolor.org', 'display_url': 'researchincolor.org', 'indices': [0, 23]}]",[],False,48,174,0,Fri Jan 04 00:43:24 +0000 2019,334,,,False,False,61,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1221129809167822850/ifG3wD4x_normal.jpg,https://pbs.twimg.com/profile_images/1221129809167822850/ifG3wD4x_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,Sat Jan 25 14:11:41 +0000 2020,1.2210731577607168e+18,1221073157760716801,"Mentee 11. Jan Oledan (@jgaoln) - a researcher @ESoConflict @Princeton  w/ a Master’s degree in Econ w/ specialization in dev, from @mcgillu. He’s interested in how researchers and practitioners can use novel data sources to fill missing gaps and answer traditional dev questions",False,"[0, 279]",[],[],"[{'screen_name': 'jgaoln', 'name': 'Jan', 'id': 147057385, 'id_str': '147057385', 'indices': [23, 30]}, {'screen_name': 'ESoConflict', 'name': 'Empirical Studies of Conflict Project', 'id': 1126867019549368320, 'id_str': '1126867019549368320', 'indices': [47, 59]}, {'screen_name': 'Princeton', 'name': 'Princeton University', 'id': 5694822, 'id_str': '5694822', 'indices': [60, 70]}, {'screen_name': 'mcgillu', 'name': 'McGill University', 'id': 18065266, 'id_str': '18065266', 'indices': [132, 140]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.221072723293692e+18,1221072723293691909,1.1301325846949847e+18,1130132584694984704,ResearchInColor,1.1301325846949847e+18,1130132584694984704,Research In Color Foundation,ResearchInColor,"Princeton, NJ",We provide mentoring and financial support for prospective PhD students of color doing independent research in economics-based disciplines. #painttheprofession,https://t.co/uU4xzn84T7,"[{'url': 'https://t.co/uU4xzn84T7', 'expanded_url': 'http://www.researchincolor.org', 'display_url': 'researchincolor.org', 'indices': [0, 23]}]",[],False,387.0,334.0,6.0,Sun May 19 15:26:19 +0000 2019,242.0,,,False,False,222.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1148992413769379842/qfII4kJY_normal.jpg,https://pbs.twimg.com/profile_images/1148992413769379842/qfII4kJY_normal.jpg,https://pbs.twimg.com/profile_banners/1130132584694984704/1560608028,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1.0,7.0,False,False,en,,,,,,,,,,
23,Sat Jan 25 14:11:41 +0000 2020,1221073157760716801,1221073157760716801,"Mentee 11. Jan Oledan (@jgaoln) - a researcher @ESoConflict @Princeton  w/ a Master’s degree in Econ w/ specialization in dev, from @mcgillu. He’s interested in how researchers and practitioners can use novel data sources to fill missing gaps and answer traditional dev questions",False,"[0, 279]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.221072723293692e+18,1221072723293691909,1.1301325846949847e+18,1130132584694984704,ResearchInColor,,,,False,1,7,False,False,en,[],[],"[{'screen_name': 'jgaoln', 'name': 'Jan', 'id': 147057385, 'id_str': '147057385', 'indices': [23, 30]}, {'screen_name': 'ESoConflict', 'name': 'Empirical Studies of Conflict Project', 'id': 1126867019549368320, 'id_str': '1126867019549368320', 'indices': [47, 59]}, {'screen_name': 'Princeton', 'name': 'Princeton University', 'id': 5694822, 'id_str': '5694822', 'indices': [60, 70]}, {'screen_name': 'mcgillu', 'name': 'McGill University', 'id': 18065266, 'id_str': '18065266', 'indices': [132, 140]}]",[],en,recent,1130132584694984704,1130132584694984704,Research In Color Foundation,ResearchInColor,"Princeton, NJ",We provide mentoring and financial support for prospective PhD students of color doing independent research in economics-based disciplines. #painttheprofession,https://t.co/uU4xzn84T7,"[{'url': 'https://t.co/uU4xzn84T7', 'expanded_url': 'http://www.researchincolor.org', 'display_url': 'researchincolor.org', 'indices': [0, 23]}]",[],False,387,334,6,Sun May 19 15:26:19 +0000 2019,242,,,False,False,222,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1148992413769379842/qfII4kJY_normal.jpg,https://pbs.twimg.com/profile_images/1148992413769379842/qfII4kJY_normal.jpg,https://pbs.twimg.com/profile_banners/1130132584694984704/1560608028,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
