,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.possibly_sensitive,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
39,Fri Jan 24 16:26:00 +0000 2020,1220744571476500482,1220744571476500482,"@DrMaryHicks @EmilySenefeld @ChawlaSwati @AlexiGarrett @SinophileMatson @UVA_GHSA @Purdom_L @AlisonMelnick @UVA Agreed! I love this thread, and thank you for the kind shout out. I can equally thank @StephenMacekura and many other @UVA_GHSA who were ahead of me for sharing job documents, comps lists, and the like - #GenerousThinking and paying it forward make academia so much kinder.",False,"[112, 385]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2207425518938808e+18,1220742551893880838,8.447293158288712e+17,844729315828871168,DrMaryHicks,,,,,False,0,3,False,False,en,"[{'text': 'GenerousThinking', 'indices': [316, 333]}]",[],"[{'screen_name': 'DrMaryHicks', 'name': 'Mary Ellen Hicks', 'id': 844729315828871168, 'id_str': '844729315828871168', 'indices': [0, 12]}, {'screen_name': 'EmilySenefeld', 'name': 'Emily Senefeld', 'id': 942566005, 'id_str': '942566005', 'indices': [13, 27]}, {'screen_name': 'ChawlaSwati', 'name': 'Swati Chawla', 'id': 69557860, 'id_str': '69557860', 'indices': [28, 40]}, {'screen_name': 'AlexiGarrett', 'name': 'Alexi Garrett', 'id': 2462142114, 'id_str': '2462142114', 'indices': [41, 54]}, {'screen_name': 'SinophileMatson', 'name': 'Emily Matson', 'id': 1007432880723767297, 'id_str': '1007432880723767297', 'indices': [55, 71]}, {'screen_name': 'UVA_GHSA', 'name': 'UVA Graduate Historians', 'id': 925784503188119553, 'id_str': '925784503188119553', 'indices': [72, 81]}, {'screen_name': 'Purdom_L', 'name': 'Purdom Lindblad', 'id': 88095677, 'id_str': '88095677', 'indices': [82, 91]}, {'screen_name': 'AlisonMelnick', 'name': 'Alison Melnick Dyer', 'id': 2742326214, 'id_str': '2742326214', 'indices': [92, 106]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [107, 111]}, {'screen_name': 'StephenMacekura', 'name': 'Stephen Macekura', 'id': 3307859714, 'id_str': '3307859714', 'indices': [198, 214]}, {'screen_name': 'UVA_GHSA', 'name': 'UVA Graduate Historians', 'id': 925784503188119553, 'id_str': '925784503188119553', 'indices': [230, 239]}]",[],en,recent,59667352,59667352,Lauren Turek,laurenfturek,"San Antonio, TX","Historian of U.S. foreign relations, human rights, & religion, public history, Assistant Professor @Trinity_U, #twitterstorian, musician, runner, & scifi fan",http://t.co/E9NlILJmt1,"[{'url': 'http://t.co/E9NlILJmt1', 'expanded_url': 'http://laurenturek.com', 'display_url': 'laurenturek.com', 'indices': [0, 22]}]",[],False,6529,4864,121,Fri Jul 24 02:39:19 +0000 2009,82308,,,False,False,6200,,False,False,False,A1A1A5,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,True,http://pbs.twimg.com/profile_images/1062760139625615362/r5EG7fBK_normal.jpg,https://pbs.twimg.com/profile_images/1062760139625615362/r5EG7fBK_normal.jpg,https://pbs.twimg.com/profile_banners/59667352/1398606205,DFB711,000000,F6F4E7,E1D8AC,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Fri Jan 24 14:18:38 +0000 2020,1220712517598498816,1220712517598498816,"@uva profs and TAs, you’ve made it through the first 2 weeks. Looking for assignment brainstorming, tips for inclusive discussions, or a sympathetic ear? Pop-Up CTE is here in Wilsdorf cafe until 11AM. Let’s talk teaching. You may walk away with more than tips &amp; tricks. @cte_uva",False,"[0, 283]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,1910771.0,1910771,UVA,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [0, 4]}, {'screen_name': 'cte_uva', 'name': 'UVA Center for Teaching Excellence', 'id': 4776686236, 'id_str': '4776686236', 'indices': [275, 283]}]",[],en,recent,1171851336402362368,1171851336402362368,Lynn Mandeltort,LynnMandeltort,,Teaching and learning enthusiast. Assistant Director at UVA Center for Teaching Excellence.,,,[],False,43,54,0,Wed Sep 11 18:22:04 +0000 2019,53,,,False,False,68,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1173281171943428101/zJlGu2Pw_normal.jpg,https://pbs.twimg.com/profile_images/1173281171943428101/zJlGu2Pw_normal.jpg,https://pbs.twimg.com/profile_banners/1171851336402362368/1568566820,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Fri Jan 24 13:28:44 +0000 2020,1220699959865020416,1220699959865020416,@kmcaulif1 @UVA Thank you! I can't wait to finish up the current study (just need 13 more participants) and share it with everyone. The new study should start in a few weeks.,False,"[16, 174]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2206983009674568e+18,1220698300967456768,474069250.0,474069250,kmcaulif1,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'kmcaulif1', 'name': 'Katherine McAuliffe', 'id': 474069250, 'id_str': '474069250', 'indices': [0, 10]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [11, 15]}]",[],en,recent,2997649919,2997649919,Meltem Yucel,nm_yucel,"Charlottesville, VA","Ph.D. candidate @UVA and @mpib_berlin LIFE fellow studying evolution, emotions, & morality  •  she/her  •  https://t.co/yVMc402Fw6",https://t.co/F9nLAEbVwV,"[{'url': 'https://t.co/F9nLAEbVwV', 'expanded_url': 'http://www.meltemyucel.com', 'display_url': 'meltemyucel.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/yVMc402Fw6', 'expanded_url': 'http://meltemyucel.com', 'display_url': 'meltemyucel.com', 'indices': [107, 130]}]",False,794,1085,10,Sun Jan 25 11:22:57 +0000 2015,16382,,,True,False,2060,,False,False,False,352726,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/899989569843724288/5cuOErBs_normal.jpg,https://pbs.twimg.com/profile_images/899989569843724288/5cuOErBs_normal.jpg,https://pbs.twimg.com/profile_banners/2997649919/1422185526,19CF86,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Fri Jan 24 12:40:28 +0000 2020,1220687813965942786,1220687813965942786,"@hragvos @UVA Thank you! I owe so much about where I am right now to meeting right mentors at the right time. I at least owe it to them to do my best with my students. I think I am still not as good of a mentor I would like to be, but I'm learning.",False,"[14, 248]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2206187943406387e+18,1220618794340638722,348517887.0,348517887,hragvos,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'hragvos', 'name': 'Hrag Vosgerichian', 'id': 348517887, 'id_str': '348517887', 'indices': [0, 8]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [9, 13]}]",[],en,recent,2997649919,2997649919,Meltem Yucel,nm_yucel,"Charlottesville, VA","Ph.D. candidate @UVA and @mpib_berlin LIFE fellow studying evolution, emotions, & morality  •  she/her  •  https://t.co/yVMc402Fw6",https://t.co/F9nLAEbVwV,"[{'url': 'https://t.co/F9nLAEbVwV', 'expanded_url': 'http://www.meltemyucel.com', 'display_url': 'meltemyucel.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/yVMc402Fw6', 'expanded_url': 'http://meltemyucel.com', 'display_url': 'meltemyucel.com', 'indices': [107, 130]}]",False,794,1085,10,Sun Jan 25 11:22:57 +0000 2015,16382,,,True,False,2060,,False,False,False,352726,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/899989569843724288/5cuOErBs_normal.jpg,https://pbs.twimg.com/profile_images/899989569843724288/5cuOErBs_normal.jpg,https://pbs.twimg.com/profile_banners/2997649919/1422185526,19CF86,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Fri Jan 24 08:06:13 +0000 2020,1220618794340638722,1220618794340638722,@nm_yucel @UVA I love that you’re championing your student. Makes a huge difference.,False,"[15, 84]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204247125028577e+18,1220424712502857730,2997649919.0,2997649919,nm_yucel,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'nm_yucel', 'name': 'Meltem Yucel', 'id': 2997649919, 'id_str': '2997649919', 'indices': [0, 9]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [10, 14]}]",[],en,recent,348517887,348517887,Hrag Vosgerichian,hragvos,Beirut,"Social psych grad student @AUB_Lebanon. Interested in identity, norms, conflict, culture, and gender. Into open science and methods.",,,[],False,671,4366,3,Thu Aug 04 15:24:06 +0000 2011,2004,,,False,False,1174,,False,False,False,87BAC7,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/970466148763529216/YNbKyaBk_normal.jpg,https://pbs.twimg.com/profile_images/970466148763529216/YNbKyaBk_normal.jpg,https://pbs.twimg.com/profile_banners/348517887/1373628424,8A0829,FFFFFF,EFEFEF,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Thu Jan 23 21:55:12 +0000 2020,1220465026496106499,1220465026496106499,@Matteo_UVA @JeffWhiteUVa @UVA @UVAFootball @UVaCurry My Dude! #BROTHERHOOD,False,"[54, 75]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2204619795775283e+18,1220461979577528321,58559259.0,58559259,Matteo_UVA,,,,,False,0,0,False,False,en,"[{'text': 'BROTHERHOOD', 'indices': [63, 75]}]",[],"[{'screen_name': 'Matteo_UVA', 'name': 'Jackson Matteo', 'id': 58559259, 'id_str': '58559259', 'indices': [0, 11]}, {'screen_name': 'JeffWhiteUVa', 'name': 'Jeff White', 'id': 2314257403, 'id_str': '2314257403', 'indices': [12, 25]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [26, 30]}, {'screen_name': 'UVAFootball', 'name': 'Virginia Football', 'id': 755213713, 'id_str': '755213713', 'indices': [31, 43]}, {'screen_name': 'UVaCurry', 'name': 'UVA School of Ed', 'id': 41896641, 'id_str': '41896641', 'indices': [44, 53]}]",[],en,recent,864218683899555840,864218683899555840,I AM UNDERDOG,TCOVISUNDERDOG,,"UVA graduate, former Tampa Bay Buccaneer and Seattle Seahawk, Motivational Speaker, Author and Mentor",,,[],False,322,480,5,Mon May 15 20:39:25 +0000 2017,10435,,,False,False,4165,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/933396775188221952/XZq7KMVI_normal.jpg,https://pbs.twimg.com/profile_images/933396775188221952/XZq7KMVI_normal.jpg,https://pbs.twimg.com/profile_banners/864218683899555840/1498240541,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Thu Jan 23 21:54:49 +0000 2020,1220464932204040192,1220464932204040192,RT @Matteo_UVA: @TCOVISUNDERDOG @JeffWhiteUVa @UVA @UVAFootball @UVaCurry Thank you T Cov...nothing but love and admiration for you.,False,"[0, 132]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'Matteo_UVA', 'name': 'Jackson Matteo', 'id': 58559259, 'id_str': '58559259', 'indices': [3, 14]}, {'screen_name': 'TCOVISUNDERDOG', 'name': 'I AM UNDERDOG', 'id': 864218683899555840, 'id_str': '864218683899555840', 'indices': [16, 31]}, {'screen_name': 'JeffWhiteUVa', 'name': 'Jeff White', 'id': 2314257403, 'id_str': '2314257403', 'indices': [32, 45]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [46, 50]}, {'screen_name': 'UVAFootball', 'name': 'Virginia Football', 'id': 755213713, 'id_str': '755213713', 'indices': [51, 63]}, {'screen_name': 'UVaCurry', 'name': 'UVA School of Ed', 'id': 41896641, 'id_str': '41896641', 'indices': [64, 73]}]",[],en,recent,864218683899555840,864218683899555840,I AM UNDERDOG,TCOVISUNDERDOG,,"UVA graduate, former Tampa Bay Buccaneer and Seattle Seahawk, Motivational Speaker, Author and Mentor",,,[],False,322,480,5,Mon May 15 20:39:25 +0000 2017,10435,,,False,False,4165,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/933396775188221952/XZq7KMVI_normal.jpg,https://pbs.twimg.com/profile_images/933396775188221952/XZq7KMVI_normal.jpg,https://pbs.twimg.com/profile_banners/864218683899555840/1498240541,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,Thu Jan 23 21:43:05 +0000 2020,1.2204619795775283e+18,1220461979577528321,@TCOVISUNDERDOG @JeffWhiteUVa @UVA @UVAFootball @UVaCurry Thank you T Cov...nothing but love and admiration for you.,False,"[58, 116]",[],[],"[{'screen_name': 'TCOVISUNDERDOG', 'name': 'I AM UNDERDOG', 'id': 864218683899555840, 'id_str': '864218683899555840', 'indices': [0, 15]}, {'screen_name': 'JeffWhiteUVa', 'name': 'Jeff White', 'id': 2314257403, 'id_str': '2314257403', 'indices': [16, 29]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [30, 34]}, {'screen_name': 'UVAFootball', 'name': 'Virginia Football', 'id': 755213713, 'id_str': '755213713', 'indices': [35, 47]}, {'screen_name': 'UVaCurry', 'name': 'UVA School of Ed', 'id': 41896641, 'id_str': '41896641', 'indices': [48, 57]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2201617113591112e+18,1220161711359111168,8.642186838995558e+17,864218683899555840,TCOVISUNDERDOG,58559259.0,58559259,Jackson Matteo,Matteo_UVA,"Charlottesville, VA",,,[],False,1289.0,215.0,13.0,Mon Jul 20 19:08:03 +0000 2009,389.0,,,True,False,3874.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1220157648584290304/SZPTjxzK_normal.jpg,https://pbs.twimg.com/profile_images/1220157648584290304/SZPTjxzK_normal.jpg,https://pbs.twimg.com/profile_banners/58559259/1538677981,000000,000000,9C5C24,000000,True,True,False,False,False,False,False,none,,,,,False,1.0,1.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,
61,Thu Jan 23 21:51:18 +0000 2020,1220464045381373952,1220464045381373952,@Matteo_UVA @JeffWhiteUVa @UVA @UVAFootball @UVaCurry Yezzirrr. My dude always!!! #WaHooWa.,False,"[54, 91]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.22046229811814e+18,1220462298118139904,58559259.0,58559259,Matteo_UVA,,,,,False,0,0,False,False,en,"[{'text': 'WaHooWa', 'indices': [82, 90]}]",[],"[{'screen_name': 'Matteo_UVA', 'name': 'Jackson Matteo', 'id': 58559259, 'id_str': '58559259', 'indices': [0, 11]}, {'screen_name': 'JeffWhiteUVa', 'name': 'Jeff White', 'id': 2314257403, 'id_str': '2314257403', 'indices': [12, 25]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [26, 30]}, {'screen_name': 'UVAFootball', 'name': 'Virginia Football', 'id': 755213713, 'id_str': '755213713', 'indices': [31, 43]}, {'screen_name': 'UVaCurry', 'name': 'UVA School of Ed', 'id': 41896641, 'id_str': '41896641', 'indices': [44, 53]}]",[],en,recent,39718491,39718491,Ray Roberts,BigRayRoberts,,"UVA Alum | All American #WaHooWa | Seattle Seahawk | Detroit Lion | UW, M.Ed(Leadership)| Dir.Urban Dev. Special Olympics Unified Champion Schools #AllProDad",,,[],False,2503,2276,91,Wed May 13 09:15:47 +0000 2009,2763,,,True,False,11449,,False,False,False,F6F5FA,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1201580225974489089/AHIYnhLS_normal.jpg,https://pbs.twimg.com/profile_images/1201580225974489089/AHIYnhLS_normal.jpg,https://pbs.twimg.com/profile_banners/39718491/1569029144,F54E00,F54E00,0E0E4F,F54E00,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Thu Jan 23 20:18:27 +0000 2020,1220440681157660673,1220440681157660673,"@JaimieKrems @UVA Aww, thank you. But actually it's all thanks to them ❤️",False,"[18, 73]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220439889625473e+18,1220439889625473026,1.1304752797203087e+18,1130475279720308737,JaimieKrems,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'JaimieKrems', 'name': 'Jaimie Arona Krems', 'id': 1130475279720308737, 'id_str': '1130475279720308737', 'indices': [0, 12]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [13, 17]}]",[],en,recent,2997649919,2997649919,Meltem Yucel,nm_yucel,"Charlottesville, VA","Ph.D. candidate @UVA and @mpib_berlin LIFE fellow studying evolution, emotions, & morality  •  she/her  •  https://t.co/yVMc402Fw6",https://t.co/F9nLAEbVwV,"[{'url': 'https://t.co/F9nLAEbVwV', 'expanded_url': 'http://www.meltemyucel.com', 'display_url': 'meltemyucel.com', 'indices': [0, 23]}]","[{'url': 'https://t.co/yVMc402Fw6', 'expanded_url': 'http://meltemyucel.com', 'display_url': 'meltemyucel.com', 'indices': [107, 130]}]",False,794,1085,10,Sun Jan 25 11:22:57 +0000 2015,16382,,,True,False,2060,,False,False,False,352726,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/899989569843724288/5cuOErBs_normal.jpg,https://pbs.twimg.com/profile_images/899989569843724288/5cuOErBs_normal.jpg,https://pbs.twimg.com/profile_banners/2997649919/1422185526,19CF86,C0DEED,DDEEF6,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Thu Jan 23 19:36:15 +0000 2020,1220430059204497409,1220430059204497409,@echenran @yaleisp @UVA @Benton_Inst @Yale Thank you so much!,False,"[43, 61]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2204280315058954e+18,1220428031505895424,1.1495749459549061e+18,1149574945954906119,echenran,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'echenran', 'name': 'ECR', 'id': 1149574945954906119, 'id_str': '1149574945954906119', 'indices': [0, 9]}, {'screen_name': 'yaleisp', 'name': 'The Information Society Project', 'id': 26947239, 'id_str': '26947239', 'indices': [10, 18]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [19, 23]}, {'screen_name': 'Benton_Inst', 'name': 'Benton Institute for Broadband & Society', 'id': 16195030, 'id_str': '16195030', 'indices': [24, 36]}, {'screen_name': 'Yale', 'name': 'Yale University', 'id': 5695032, 'id_str': '5695032', 'indices': [37, 42]}]",[],en,recent,282578833,282578833,Christopher Ali,Ali_Christopher,"Charlottesville, VA","Associate Prof of media studies @UVA; fellow @benton_inst & @wef; researching & writing about rural broadband. Author, Media Localism https://t.co/4qQpT6B2SH",https://t.co/qBwZBCvO4w,"[{'url': 'https://t.co/qBwZBCvO4w', 'expanded_url': 'http://mediastudies.virginia.edu/people/cfa2z', 'display_url': 'mediastudies.virginia.edu/people/cfa2z', 'indices': [0, 23]}]","[{'url': 'https://t.co/4qQpT6B2SH', 'expanded_url': 'http://tinyurl.com/jhewnzw', 'display_url': 'tinyurl.com/jhewnzw', 'indices': [134, 157]}]",False,2042,1263,60,Fri Apr 15 13:45:04 +0000 2011,10561,,,True,False,4643,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/827982878537633793/pU56SiyL_normal.jpg,https://pbs.twimg.com/profile_images/827982878537633793/pU56SiyL_normal.jpg,https://pbs.twimg.com/profile_banners/282578833/1478863567,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Thu Jan 23 19:34:05 +0000 2020,1220429516675473412,1220429516675473412,"My new job is SO much fun. Today I've been meeting with scientists and researchers all over @UVA to learn about what they're working on. Probiotics, microbiota and immune responses, rhizospheres and maize, and big data! 

Next up - help them fund some of their research!",False,"[0, 270]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,19,False,False,en,[],[],"[{'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [92, 96]}]",[],en,recent,314568887,314568887,Casey the Scientist,Casey_Scientist,"Charlottesville, VA","I'm a scientist! I love bacteria. Tweets about science, nature, & my dog. RCTID.",,,[],False,471,942,11,Fri Jun 10 13:29:20 +0000 2011,3595,,,False,False,4259,,False,False,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,True,http://pbs.twimg.com/profile_images/1164819779711930368/3Kajqi4k_normal.jpg,https://pbs.twimg.com/profile_images/1164819779711930368/3Kajqi4k_normal.jpg,https://pbs.twimg.com/profile_banners/314568887/1542342929,115500,FFFFFF,C0DFEC,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
