,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.possibly_sensitive,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
70,Thu Jan 23 18:37:36 +0000 2020,1220415299197001728,1220415299197001728,"@UVALVG @lagniappebabe @UVA Thanks to the #positivelinks team for innovating every day to improve care for #plwh with #mhealth! @ewispelwey @ColleenLaurenc1 @TaborF , Jason Schwendinger, Freddie Jin, Pravalika Donthieni, @BreeCampbellMD @Sylvia122188 , Julie Schexnayder, @chelsea_canan , Kristin P-G &amp; more!",False,"[28, 312]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204065229723976e+18,1220406522972397572,138473180.0,138473180,UVALVG,,,,,False,0,10,False,False,en,"[{'text': 'positivelinks', 'indices': [42, 56]}, {'text': 'plwh', 'indices': [107, 112]}, {'text': 'mhealth', 'indices': [118, 126]}]",[],"[{'screen_name': 'UVALVG', 'name': 'UVA Licensing & Ventures Group', 'id': 138473180, 'id_str': '138473180', 'indices': [0, 7]}, {'screen_name': 'lagniappebabe', 'name': 'Karen Ingersoll', 'id': 75043731, 'id_str': '75043731', 'indices': [8, 22]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [23, 27]}, {'screen_name': 'ewispelwey', 'name': 'Erin Wispelwey', 'id': 601174014, 'id_str': '601174014', 'indices': [128, 139]}, {'screen_name': 'ColleenLaurenc1', 'name': 'Colleen Laurence', 'id': 1093910700680982529, 'id_str': '1093910700680982529', 'indices': [140, 156]}, {'screen_name': 'TaborF', 'name': 'Tabor Flickinger', 'id': 295412320, 'id_str': '295412320', 'indices': [157, 164]}, {'screen_name': 'BreeCampbellMD', 'name': 'Bree Campbell', 'id': 969645651133960198, 'id_str': '969645651133960198', 'indices': [221, 236]}, {'screen_name': 'Sylvia122188', 'name': 'Sylvia Coffey', 'id': 3101715403, 'id_str': '3101715403', 'indices': [237, 250]}, {'screen_name': 'chelsea_canan', 'name': 'Chelsea Canan', 'id': 898642967564603392, 'id_str': '898642967564603392', 'indices': [272, 286]}]",[],en,recent,1052659773806657541,1052659773806657541,Rebecca Dillingham,Dr_RADillingham,"Charlottesville, VA",@CGHUVA. @UVA_ID. Advocate for equity. Infectious Disease clinician and mentor. mHealth innovator. Proud mom.,https://t.co/JmPgIgmhDz,"[{'url': 'https://t.co/JmPgIgmhDz', 'expanded_url': 'http://globalhealth.virginia.edu/', 'display_url': 'globalhealth.virginia.edu', 'indices': [0, 23]}]",[],False,278,287,6,Wed Oct 17 20:37:02 +0000 2018,567,,,True,False,100,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1052661088343474180/iumh-8kF_normal.jpg,https://pbs.twimg.com/profile_images/1052661088343474180/iumh-8kF_normal.jpg,https://pbs.twimg.com/profile_banners/1052659773806657541/1539824523,FF691F,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Thu Jan 23 18:32:04 +0000 2020,1220413908235751424,1220413908235751424,@UVALVG @lagniappebabe @UVA So grateful for this recognition for our amazing team! Thank you @UVALVG @UVA_ID @CGHUVA @uva_of @AIDS_United @VDHgov for the support now and way back in the beginning!,False,"[28, 196]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204065229723976e+18,1220406522972397572,138473180.0,138473180,UVALVG,,,,,False,0,8,False,False,en,[],[],"[{'screen_name': 'UVALVG', 'name': 'UVA Licensing & Ventures Group', 'id': 138473180, 'id_str': '138473180', 'indices': [0, 7]}, {'screen_name': 'lagniappebabe', 'name': 'Karen Ingersoll', 'id': 75043731, 'id_str': '75043731', 'indices': [8, 22]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [23, 27]}, {'screen_name': 'UVALVG', 'name': 'UVA Licensing & Ventures Group', 'id': 138473180, 'id_str': '138473180', 'indices': [93, 100]}, {'screen_name': 'UVA_ID', 'name': 'UVA ID', 'id': 748989119213240320, 'id_str': '748989119213240320', 'indices': [101, 108]}, {'screen_name': 'CGHUVA', 'name': 'UVa Global Health', 'id': 34645286, 'id_str': '34645286', 'indices': [109, 116]}, {'screen_name': 'uva_of', 'name': 'UVA Department of Medicine', 'id': 1159482877022806016, 'id_str': '1159482877022806016', 'indices': [117, 124]}, {'screen_name': 'AIDS_United', 'name': 'AIDS United', 'id': 94103877, 'id_str': '94103877', 'indices': [125, 137]}, {'screen_name': 'VDHgov', 'name': 'Va Dept of Health', 'id': 188369254, 'id_str': '188369254', 'indices': [138, 145]}]",[],en,recent,1052659773806657541,1052659773806657541,Rebecca Dillingham,Dr_RADillingham,"Charlottesville, VA",@CGHUVA. @UVA_ID. Advocate for equity. Infectious Disease clinician and mentor. mHealth innovator. Proud mom.,https://t.co/JmPgIgmhDz,"[{'url': 'https://t.co/JmPgIgmhDz', 'expanded_url': 'http://globalhealth.virginia.edu/', 'display_url': 'globalhealth.virginia.edu', 'indices': [0, 23]}]",[],False,278,287,6,Wed Oct 17 20:37:02 +0000 2018,567,,,True,False,100,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1052661088343474180/iumh-8kF_normal.jpg,https://pbs.twimg.com/profile_images/1052661088343474180/iumh-8kF_normal.jpg,https://pbs.twimg.com/profile_banners/1052659773806657541/1539824523,FF691F,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Thu Jan 23 15:05:03 +0000 2020,1220361810274025472,1220361810274025472,"@CNBC @FBI @UVA @JonStewartDAD @jk_rowling @Stevebergspiel @RalphNader @neiltyson @BillNye Reschedule

#DONTFwHarry

Saturday February 1st

10:AM

@FBI",False,"[91, 151]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2196096344634614e+18,1219609634463461377,1.0482668804636221e+18,1048266880463622145,john86552539,,,,,False,0,0,False,False,en,"[{'text': 'DONTFwHarry', 'indices': [103, 115]}]",[],"[{'screen_name': 'CNBC', 'name': 'CNBC', 'id': 20402945, 'id_str': '20402945', 'indices': [0, 5]}, {'screen_name': 'FBI', 'name': 'FBI', 'id': 17629860, 'id_str': '17629860', 'indices': [6, 10]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [11, 15]}, {'screen_name': 'JonStewartDAD', 'name': 'Mr. Jon Stewart Sr. Fan', 'id': 39799232, 'id_str': '39799232', 'indices': [16, 30]}, {'screen_name': 'jk_rowling', 'name': 'J.K. Rowling', 'id': 62513246, 'id_str': '62513246', 'indices': [31, 42]}, {'screen_name': 'Stevebergspiel', 'name': 'Steven Spielberg', 'id': 879955445326245888, 'id_str': '879955445326245888', 'indices': [43, 58]}, {'screen_name': 'RalphNader', 'name': 'Ralph Nader', 'id': 77314692, 'id_str': '77314692', 'indices': [59, 70]}, {'screen_name': 'neiltyson', 'name': 'Neil deGrasse Tyson', 'id': 19725644, 'id_str': '19725644', 'indices': [71, 81]}, {'screen_name': 'BillNye', 'name': 'Bill Nye', 'id': 37710752, 'id_str': '37710752', 'indices': [82, 90]}, {'screen_name': 'FBI', 'name': 'FBI', 'id': 17629860, 'id_str': '17629860', 'indices': [147, 151]}]",[],en,recent,1048266880463622145,1048266880463622145,John H,john86552539,"Uvita, Costa Rica","Patent Examiner ICE Technology/ UVA Mech E, 2 completed solar farm projects in Murphy NC before retirement, each 1 MW now owned by Duke E",,,[],False,5,15,1,Fri Oct 05 17:41:15 +0000 2018,26,,,False,False,99,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1180966340435292167/Srbf6bzR_normal.jpg,https://pbs.twimg.com/profile_images/1180966340435292167/Srbf6bzR_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Thu Jan 23 05:30:04 +0000 2020,1220217112133799936,1220217112133799936,RT @realDLeblang: Are you interested in #migration and #refugee #policy?  Curious about how #migration fits into #foreignpolicy?  Then come…,False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,28,0,False,False,en,"[{'text': 'migration', 'indices': [40, 50]}, {'text': 'refugee', 'indices': [55, 63]}, {'text': 'policy', 'indices': [64, 71]}, {'text': 'migration', 'indices': [92, 102]}, {'text': 'foreignpolicy', 'indices': [113, 127]}]",[],"[{'screen_name': 'realDLeblang', 'name': 'David Leblang', 'id': 964161224178126848, 'id_str': '964161224178126848', 'indices': [3, 16]}]",[],en,recent,2307765906,2307765906,Alexander Kustov,akoustov,,Migration & Ethnic Politics. @Yale Postdoc. @Princeton PhD.,https://t.co/TUrip8iN1h,"[{'url': 'https://t.co/TUrip8iN1h', 'expanded_url': 'https://alexanderkustov.org/', 'display_url': 'alexanderkustov.org', 'indices': [0, 23]}]",[],False,2156,1916,36,Fri Jan 24 05:17:43 +0000 2014,1588,,,True,False,344,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1008776915392462848/ESnPKX-E_normal.jpg,https://pbs.twimg.com/profile_images/1008776915392462848/ESnPKX-E_normal.jpg,,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,Thu Jan 23 02:11:59 +0000 2020,1.2201672612495933e+18,1220167261249593344,Are you interested in #migration and #refugee #policy?  Curious about how #migration fits into #foreignpolicy?  Then come work with us: a one year #postdoc @UVA.  Contact @realDLeblang if you have questions or apply directly at https://t.co/COcH1izumD,False,"[0, 251]","[{'text': 'migration', 'indices': [22, 32]}, {'text': 'refugee', 'indices': [37, 45]}, {'text': 'policy', 'indices': [46, 53]}, {'text': 'migration', 'indices': [74, 84]}, {'text': 'foreignpolicy', 'indices': [95, 109]}, {'text': 'postdoc', 'indices': [147, 155]}]",[],"[{'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [156, 160]}, {'screen_name': 'realDLeblang', 'name': 'David Leblang', 'id': 964161224178126848, 'id_str': '964161224178126848', 'indices': [171, 184]}]","[{'url': 'https://t.co/COcH1izumD', 'expanded_url': 'https://tinyurl.com/stzlf4r', 'display_url': 'tinyurl.com/stzlf4r', 'indices': [228, 251]}]",en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,9.641612241781268e+17,964161224178126848,David Leblang,realDLeblang,"Charlottesville, VA",Professor of Politics & Public Policy at the University of Virginia; focus immigration and displacement--theory and data.,,[],False,389.0,266.0,10.0,Thu Feb 15 15:35:23 +0000 2018,958.0,,,False,False,527.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1135296929045389312/78CHeJw5_normal.png,https://pbs.twimg.com/profile_images/1135296929045389312/78CHeJw5_normal.png,https://pbs.twimg.com/profile_banners/964161224178126848/1518872811,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,False,28.0,31.0,False,False,en,,False,,,,,,,,,,,,,,,,,,,,
83,Thu Jan 23 03:00:27 +0000 2020,1220179459837452288,1220179459837452288,"@JeffWhiteUVa @UVA @UVAFootball @UVaCurry @Matteo_UVA Great article, @Matteo_UVA!",False,"[54, 81]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200797430237962e+18,1220079743023796224,2314257403.0,2314257403,JeffWhiteUVa,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'JeffWhiteUVa', 'name': 'Jeff White', 'id': 2314257403, 'id_str': '2314257403', 'indices': [0, 13]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [14, 18]}, {'screen_name': 'UVAFootball', 'name': 'Virginia Football', 'id': 755213713, 'id_str': '755213713', 'indices': [19, 31]}, {'screen_name': 'UVaCurry', 'name': 'UVA School of Ed', 'id': 41896641, 'id_str': '41896641', 'indices': [32, 41]}, {'screen_name': 'Matteo_UVA', 'name': 'Jackson Matteo', 'id': 58559259, 'id_str': '58559259', 'indices': [42, 53]}, {'screen_name': 'Matteo_UVA', 'name': 'Jackson Matteo', 'id': 58559259, 'id_str': '58559259', 'indices': [69, 80]}]",[],en,recent,18092342,18092342,Jim Harshaw Jr 🏔,jimharshaw,"Charlottesville, VA",Speaker | Performance Coach | Podcast Host: Success Through Failure | UVA Wrestling All American,https://t.co/G3K84qSYh3,"[{'url': 'https://t.co/G3K84qSYh3', 'expanded_url': 'http://www.jimharshawjr.com', 'display_url': 'jimharshawjr.com', 'indices': [0, 23]}]",[],False,2401,760,78,Sat Dec 13 03:01:40 +0000 2008,8374,,,True,False,13479,,False,False,False,CC6F04,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/522532177641480193/neHfUHad_normal.jpeg,https://pbs.twimg.com/profile_images/522532177641480193/neHfUHad_normal.jpeg,https://pbs.twimg.com/profile_banners/18092342/1413416354,0030BF,FFFFFF,E97F0F,000000,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Thu Jan 23 02:15:34 +0000 2020,1220168163842719746,1220168163842719746,@indivisibleVA05 @UVA I mean it's the biggest in landmass :/,False,"[22, 60]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2201661104542065e+18,1220166110454206471,8.199853805020979e+17,819985380502097920,indivisibleVA05,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'indivisibleVA05', 'name': 'Indivisible Charlottesville', 'id': 819985380502097920, 'id_str': '819985380502097920', 'indices': [0, 16]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [17, 21]}]",[],en,recent,2471536621,2471536621,🎮 Harrison 🏬 Premen 🧢,Harrison_Premen,,"UVA 2020 🎓
Urban Planning 🏬
wannabe politico 🗳
Neoliberal 🌐 with libertarian sympathies 🗽
#YangGang🧢",,,[],False,353,1885,2,Wed Apr 30 21:37:39 +0000 2014,24549,,,False,False,4795,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1135287127904849922/3qNimHJl_normal.jpg,https://pbs.twimg.com/profile_images/1135287127904849922/3qNimHJl_normal.jpg,https://pbs.twimg.com/profile_banners/2471536621/1538152053,158CDB,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Thu Jan 23 02:09:33 +0000 2020,1220166649006850048,1220166649006850048,@JeffWhiteUVa @UVA @UVAFootball @UVaCurry @Matteo_UVA Met @Matteo_UVA and his family on his official visit to UVA. We had a great conversation and some great food at the Boards Head. Good dude. Committed dude. Not surprised by what he’s doing and where he’s headed.,False,"[54, 265]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2200797430237962e+18,1220079743023796224,2314257403.0,2314257403,JeffWhiteUVa,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'JeffWhiteUVa', 'name': 'Jeff White', 'id': 2314257403, 'id_str': '2314257403', 'indices': [0, 13]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [14, 18]}, {'screen_name': 'UVAFootball', 'name': 'Virginia Football', 'id': 755213713, 'id_str': '755213713', 'indices': [19, 31]}, {'screen_name': 'UVaCurry', 'name': 'UVA School of Ed', 'id': 41896641, 'id_str': '41896641', 'indices': [32, 41]}, {'screen_name': 'Matteo_UVA', 'name': 'Jackson Matteo', 'id': 58559259, 'id_str': '58559259', 'indices': [42, 53]}, {'screen_name': 'Matteo_UVA', 'name': 'Jackson Matteo', 'id': 58559259, 'id_str': '58559259', 'indices': [58, 69]}]",[],en,recent,39718491,39718491,Ray Roberts,BigRayRoberts,,"UVA Alum | All American #WaHooWa | Seattle Seahawk | Detroit Lion | UW, M.Ed(Leadership)| Dir.Urban Dev. Special Olympics Unified Champion Schools #AllProDad",,,[],False,2503,2276,91,Wed May 13 09:15:47 +0000 2009,2763,,,True,False,11449,,False,False,False,F6F5FA,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1201580225974489089/AHIYnhLS_normal.jpg,https://pbs.twimg.com/profile_images/1201580225974489089/AHIYnhLS_normal.jpg,https://pbs.twimg.com/profile_banners/39718491/1569029144,F54E00,F54E00,0E0E4F,F54E00,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Thu Jan 23 01:49:56 +0000 2020,1220161711359111168,1220161711359111168,@JeffWhiteUVa @UVA @UVAFootball @UVaCurry @Matteo_UVA Proud of you Fam. Keep #CHASINGGREATNESS #WEAREUNDERDOG,False,"[54, 109]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2200797430237962e+18,1220079743023796224,2314257403.0,2314257403,JeffWhiteUVa,,,,,False,0,3,False,False,en,"[{'text': 'CHASINGGREATNESS', 'indices': [77, 94]}, {'text': 'WEAREUNDERDOG', 'indices': [95, 109]}]",[],"[{'screen_name': 'JeffWhiteUVa', 'name': 'Jeff White', 'id': 2314257403, 'id_str': '2314257403', 'indices': [0, 13]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [14, 18]}, {'screen_name': 'UVAFootball', 'name': 'Virginia Football', 'id': 755213713, 'id_str': '755213713', 'indices': [19, 31]}, {'screen_name': 'UVaCurry', 'name': 'UVA School of Ed', 'id': 41896641, 'id_str': '41896641', 'indices': [32, 41]}, {'screen_name': 'Matteo_UVA', 'name': 'Jackson Matteo', 'id': 58559259, 'id_str': '58559259', 'indices': [42, 53]}]",[],en,recent,864218683899555840,864218683899555840,I AM UNDERDOG,TCOVISUNDERDOG,,"UVA graduate, former Tampa Bay Buccaneer and Seattle Seahawk, Motivational Speaker, Author and Mentor",,,[],False,322,480,5,Mon May 15 20:39:25 +0000 2017,10435,,,False,False,4165,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/933396775188221952/XZq7KMVI_normal.jpg,https://pbs.twimg.com/profile_images/933396775188221952/XZq7KMVI_normal.jpg,https://pbs.twimg.com/profile_banners/864218683899555840/1498240541,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Wed Jan 22 22:13:25 +0000 2020,1220107223038332928,1220107223038332928,@aswinp @mediastudies @UVA Welcome to UVA!,False,"[27, 42]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2171707928254423e+18,1217170792825442304,6965942.0,6965942,aswinp,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'aswinp', 'name': 'Aswin Punathambekar', 'id': 6965942, 'id_str': '6965942', 'indices': [0, 7]}, {'screen_name': 'mediastudies', 'name': 'Media Studies', 'id': 35488091, 'id_str': '35488091', 'indices': [8, 21]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [22, 26]}]",[],en,recent,2344182656,2344182656,Neeti Nair,NeetiNair,,"Author, Changing Homelands: Hindu Politics & the Partition | Historian @UVA | Global Fellow @TheWilsonCenter | Views are mine | RTs not endorsements",https://t.co/GJzeeljWHE,"[{'url': 'https://t.co/GJzeeljWHE', 'expanded_url': 'http://history.virginia.edu/people/profile/nn2v', 'display_url': 'history.virginia.edu/people/profile…', 'indices': [0, 23]}]",[],False,1560,601,22,Fri Feb 14 22:12:45 +0000 2014,3451,,,True,False,2907,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1212204348895137792/zC0kqZ8W_normal.jpg,https://pbs.twimg.com/profile_images/1212204348895137792/zC0kqZ8W_normal.jpg,https://pbs.twimg.com/profile_banners/2344182656/1574018226,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Wed Jan 22 21:45:38 +0000 2020,1220100232949784576,1220100232949784576,@aswinp @mediastudies @UVA Welcome! We’re so happy to have you in the department!,False,"[27, 81]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2171707928254423e+18,1217170792825442304,6965942.0,6965942,aswinp,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'aswinp', 'name': 'Aswin Punathambekar', 'id': 6965942, 'id_str': '6965942', 'indices': [0, 7]}, {'screen_name': 'mediastudies', 'name': 'Media Studies', 'id': 35488091, 'id_str': '35488091', 'indices': [8, 21]}, {'screen_name': 'UVA', 'name': 'UVA', 'id': 1910771, 'id_str': '1910771', 'indices': [22, 26]}]",[],en,recent,27914459,27914459,Aynne Kokas 孔安怡,shotinshanghai,"Virginia, USA","Prof @UVA @mediastudies; #PIPFellow; Fellow @neh, @KlugeCtr, @Miller_Center; wrote #HollywoodMadeinChina; fmr @WilsonCenter #China #tech #film",https://t.co/gBHLayszxi,"[{'url': 'https://t.co/gBHLayszxi', 'expanded_url': 'http://www.aynnekokas.com', 'display_url': 'aynnekokas.com', 'indices': [0, 23]}]",[],False,2078,1418,66,Tue Mar 31 17:13:29 +0000 2009,4941,,,False,False,2959,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3292513442/f078164bfd0b494ae0f02e4083b208fe_normal.jpeg,https://pbs.twimg.com/profile_images/3292513442/f078164bfd0b494ae0f02e4083b208fe_normal.jpeg,https://pbs.twimg.com/profile_banners/27914459/1361551939,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
