,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang
4,Wed Jan 22 11:16:27 +0000 2020,1219941891736850432,1219941891736850432,@SuctiA @universitatURV @icenterURV @Erasmus_Project @FRSEdukacji @ErasmusPlus_PL @suctiproject Thanks! So good to be continuing the #SUCTI trend with SUCTIA! Ready to rock'n'roll!,False,"[96, 180]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2199135464751514e+18,1219913546475151363,1.1997157357502996e+18,1199715735750299648,SuctiA,,,,,False,1,3,False,False,en,"[{'text': 'SUCTI', 'indices': [133, 139]}]",[],"[{'screen_name': 'SuctiA', 'name': 'SUCTIA', 'id': 1199715735750299648, 'id_str': '1199715735750299648', 'indices': [0, 7]}, {'screen_name': 'universitatURV', 'name': 'Universitat URV', 'id': 52682603, 'id_str': '52682603', 'indices': [8, 23]}, {'screen_name': 'icenterURV', 'name': 'International Center', 'id': 3351585597, 'id_str': '3351585597', 'indices': [24, 35]}, {'screen_name': 'Erasmus_Project', 'name': 'Erasmus+ Projects', 'id': 4871953235, 'id_str': '4871953235', 'indices': [36, 52]}, {'screen_name': 'FRSEdukacji', 'name': 'FRSE', 'id': 2284226089, 'id_str': '2284226089', 'indices': [53, 65]}, {'screen_name': 'ErasmusPlus_PL', 'name': 'Erasmus+ Poland', 'id': 2801563649, 'id_str': '2801563649', 'indices': [66, 81]}, {'screen_name': 'suctiproject', 'name': 'SUCTI', 'id': 842672947219304448, 'id_str': '842672947219304448', 'indices': [82, 95]}]",[],en,recent,850295237226491905,850295237226491905,Marina Casals Sala,MarinaCasalSala,"Barcelona, España","Director of International Relations @icenterURV @universitatURV • Coordinator @suctiproject •
Member of the Management Board @CHEI_Unicatt • Trainer @TheEAIE",,,[],False,316,284,4,Fri Apr 07 10:32:37 +0000 2017,690,,,False,False,654,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/850299283031064576/5gWkDmlH_normal.jpg,https://pbs.twimg.com/profile_images/850299283031064576/5gWkDmlH_normal.jpg,https://pbs.twimg.com/profile_banners/850295237226491905/1491562120,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Sat Jan 18 11:06:27 +0000 2020,1218489823826268162,1218489823826268162,@marciopie @universitatscat @etseURV @universitatURV Thanks!,False,"[53, 60]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2184882273609236e+18,1218488227360923650,112407655.0,112407655,marciopie,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'marciopie', 'name': 'Маrcio Pie', 'id': 112407655, 'id_str': '112407655', 'indices': [0, 10]}, {'screen_name': 'universitatscat', 'name': 'Universitats', 'id': 132480295, 'id_str': '132480295', 'indices': [11, 27]}, {'screen_name': 'etseURV', 'name': 'ETSE URV', 'id': 538072103, 'id_str': '538072103', 'indices': [28, 36]}, {'screen_name': 'universitatURV', 'name': 'Universitat URV', 'id': 52682603, 'id_str': '52682603', 'indices': [37, 52]}]",[],en,recent,4170788818,4170788818,Jordi Marcé-Nogué,featunning,"Tarragona, Catalonia",Serra-Húnter tenure-track lecturer at @UniversitatURV. Associated researcher @icp_mcrusafont. Personal opinions in catalan at @jordimarce,https://t.co/zmfCRjYZ3I,"[{'url': 'https://t.co/zmfCRjYZ3I', 'expanded_url': 'https://featunning.weebly.com/', 'display_url': 'featunning.weebly.com', 'indices': [0, 23]}]",[],False,391,305,13,Thu Nov 12 10:59:10 +0000 2015,1075,,,True,False,1142,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/664763635479154688/mGXGRDJO_normal.jpg,https://pbs.twimg.com/profile_images/664763635479154688/mGXGRDJO_normal.jpg,https://pbs.twimg.com/profile_banners/4170788818/1552314092,FA743E,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
