,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
1,Sat Jan 25 22:43:40 +0000 2020,1221202001968713728,1221202001968713728,"@PHoare1963 @UniofNewcastle Oops, obviously been a long week. Apologies!",False,"[28, 72]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2211505966962442e+18,1221150596696244224,629765077.0,629765077,PHoare1963,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'PHoare1963', 'name': 'Dr Peter Hoare ⌬', 'id': 629765077, 'id_str': '629765077', 'indices': [0, 11]}, {'screen_name': 'UniofNewcastle', 'name': 'Newcastle University', 'id': 96741105, 'id_str': '96741105', 'indices': [12, 27]}]",[],en,recent,351051363,351051363,Katie Smyth,NUSUpresident,"Newcastle-upon-Tyne, UK",President of Newcastle University Students' Union ~ RTs not necessarily endorsements and all views my own,https://t.co/vedyKdLrAT,[],False,1428,427,21,Mon Aug 08 18:25:44 +0000 2011,284,,,True,False,1114,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1145973550160982016/QDVXEE8U_normal.png,https://pbs.twimg.com/profile_images/1145973550160982016/QDVXEE8U_normal.png,https://pbs.twimg.com/profile_banners/351051363/1562056958,981CEB,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/vedyKdLrAT', 'expanded_url': 'http://www.NUSU.co.uk', 'display_url': 'NUSU.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Sat Jan 25 10:16:59 +0000 2020,1221014091537559552,1221014091537559552,"RT @NewcastleUniUCU: @VerbingNouns @ucu @SolidarityShark ""at least""????  Let's talk about work/life balance @UniofNewcastle",False,"[0, 123]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'NewcastleUniUCU', 'name': 'Newcastle University UCU may again be on strike', 'id': 964865616967553024, 'id_str': '964865616967553024', 'indices': [3, 19]}, {'screen_name': 'VerbingNouns', 'name': 'Lauren Ackerman', 'id': 69663817, 'id_str': '69663817', 'indices': [21, 34]}, {'screen_name': 'ucu', 'name': 'UCU', 'id': 17724276, 'id_str': '17724276', 'indices': [35, 39]}, {'screen_name': 'SolidarityShark', 'name': 'Shark Of Solidarity (is Working to Reef Contract)', 'id': 1196164932762513408, 'id_str': '1196164932762513408', 'indices': [40, 56]}, {'screen_name': 'UniofNewcastle', 'name': 'Newcastle University', 'id': 96741105, 'id_str': '96741105', 'indices': [108, 123]}]",[],en,recent,707246603141300225,707246603141300225,Leah Chan 陳 詩朗,LeahSCChan,"Newcastle Upon Tyne, England",A vegan and Human Geography PhD student living in the toon.,,[],False,109,281,0,Tue Mar 08 16:48:25 +0000 2016,326,,,True,False,113,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1220141707393740802/CuFxtIYf_normal.jpg,https://pbs.twimg.com/profile_images/1220141707393740802/CuFxtIYf_normal.jpg,https://pbs.twimg.com/profile_banners/707246603141300225/1575734803,E81C4F,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,Fri Jan 24 22:39:47 +0000 2020,1.220838634556924e+18,1220838634556923909,"@VerbingNouns @ucu @SolidarityShark ""at least""????  Let's talk about work/life balance @UniofNewcastle",False,"[36, 102]",[],[],"[{'screen_name': 'VerbingNouns', 'name': 'Lauren Ackerman', 'id': 69663817, 'id_str': '69663817', 'indices': [0, 13]}, {'screen_name': 'ucu', 'name': 'UCU', 'id': 17724276, 'id_str': '17724276', 'indices': [14, 18]}, {'screen_name': 'SolidarityShark', 'name': 'Shark Of Solidarity (is Working to Reef Contract)', 'id': 1196164932762513408, 'id_str': '1196164932762513408', 'indices': [19, 35]}, {'screen_name': 'UniofNewcastle', 'name': 'Newcastle University', 'id': 96741105, 'id_str': '96741105', 'indices': [87, 102]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2207384405323162e+18,1220738440532316160,69663817.0,69663817,VerbingNouns,9.64865616967553e+17,964865616967553024,Newcastle University UCU may again be on strike,NewcastleUniUCU,"Newcastle Upon Tyne, England",The official Twitter account for Newcastle University's UCU. RTs are not endorsements.,https://t.co/M48YaCGkYz,"[{'url': 'https://t.co/M48YaCGkYz', 'expanded_url': 'http://newcastle.web.ucu.org.uk/', 'display_url': 'newcastle.web.ucu.org.uk', 'indices': [0, 23]}]",[],False,2087.0,4264.0,8.0,Sat Feb 17 14:14:24 +0000 2018,3891.0,,,False,False,4413.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/981618218426134528/tKDJ-bxn_normal.jpg,https://pbs.twimg.com/profile_images/981618218426134528/tKDJ-bxn_normal.jpg,https://pbs.twimg.com/profile_banners/964865616967553024/1518903926,981CEB,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,1.0,4.0,False,False,en,,,,,,,,,,
5,Sat Jan 25 08:58:26 +0000 2020,1220994323665297408,1220994323665297408,@uxthom @BowsdenCourt @UniofNewcastle @NewcastleCC @northumbriapol Report them to the relevant authorities @uxthom - you shouldn’t have to put up with this.,False,"[67, 156]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2209580737848812e+18,1220958073784881153,9.124270878726267e+17,912427087872626688,uxthom,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'uxthom', 'name': 'Thomas Gray', 'id': 912427087872626688, 'id_str': '912427087872626688', 'indices': [0, 7]}, {'screen_name': 'BowsdenCourt', 'name': 'Bowsden Court', 'id': 485705622, 'id_str': '485705622', 'indices': [8, 21]}, {'screen_name': 'UniofNewcastle', 'name': 'Newcastle University', 'id': 96741105, 'id_str': '96741105', 'indices': [22, 37]}, {'screen_name': 'NewcastleCC', 'name': 'NewcastleCityCouncil', 'id': 17805281, 'id_str': '17805281', 'indices': [38, 50]}, {'screen_name': 'northumbriapol', 'name': 'Northumbria Police', 'id': 26461339, 'id_str': '26461339', 'indices': [51, 66]}, {'screen_name': 'uxthom', 'name': 'Thomas Gray', 'id': 912427087872626688, 'id_str': '912427087872626688', 'indices': [107, 114]}]",[],en,recent,352201865,352201865,Jennifer Orr,DrJenniferOrr,Newcastle-upon-Tyne/Belfast,"Lecturer @UniofNewcastle
author: https://t.co/maFR4LVPMN 
Transatlantic letters networks @AnimatingTextNU, working class writing.
Secretary @BARS_official",https://t.co/9qkHE6FV5K,"[{'url': 'https://t.co/maFR4LVPMN', 'expanded_url': 'http://goo.gl/J4UBre', 'display_url': 'goo.gl/J4UBre', 'indices': [33, 56]}]",False,1382,996,29,Wed Aug 10 08:44:05 +0000 2011,12951,,,False,False,13295,,False,False,False,BADFCD,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/1220751695883444229/ACt9uqnj_normal.jpg,https://pbs.twimg.com/profile_images/1220751695883444229/ACt9uqnj_normal.jpg,https://pbs.twimg.com/profile_banners/352201865/1537730489,BD0DAE,FFFFFF,FFF7CC,0C3E53,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/9qkHE6FV5K', 'expanded_url': 'https://orcid.org/0000-0002-4027-4183', 'display_url': 'orcid.org/0000-0002-4027…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Fri Jan 24 20:50:15 +0000 2020,1220811069100384257,1220811069100384257,RT @scotsnail: @janeerobinson97 @nechildpoverty @UniofNewcastle @EngageNCL Congratulations to @UniofNewcastle for paying the @LivingWageUK…,False,"[0, 139]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,[],[],"[{'screen_name': 'scotsnail', 'name': 'gayle🐌♥️', 'id': 307078638, 'id_str': '307078638', 'indices': [3, 13]}, {'screen_name': 'janeerobinson97', 'name': 'Jane Robinson', 'id': 767464194329481216, 'id_str': '767464194329481216', 'indices': [15, 31]}, {'screen_name': 'nechildpoverty', 'name': 'NE Child Poverty Commission', 'id': 368366772, 'id_str': '368366772', 'indices': [32, 47]}, {'screen_name': 'UniofNewcastle', 'name': 'Newcastle University', 'id': 96741105, 'id_str': '96741105', 'indices': [48, 63]}, {'screen_name': 'EngageNCL', 'name': 'Engage@NewcastleUni', 'id': 74409469, 'id_str': '74409469', 'indices': [64, 74]}, {'screen_name': 'UniofNewcastle', 'name': 'Newcastle University', 'id': 96741105, 'id_str': '96741105', 'indices': [94, 109]}, {'screen_name': 'LivingWageUK', 'name': 'Living Wage Foundation', 'id': 197368657, 'id_str': '197368657', 'indices': [125, 138]}]",[],en,recent,1890791437,1890791437,Lelanie,LelanieBrewer,Peak District National Park,Children’s #OT &  #PhD Candidate @UniofNewcastle. Director of Education Programmes @SINetwork #childdevelopment #selfcare #Highered views my own,,[],False,1502,1280,29,Sat Sep 21 16:52:25 +0000 2013,23551,,,True,False,5778,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1130559590511337473/5kGoOwur_normal.jpg,https://pbs.twimg.com/profile_images/1130559590511337473/5kGoOwur_normal.jpg,https://pbs.twimg.com/profile_banners/1890791437/1558391042,91D2FA,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,Fri Jan 24 12:38:57 +0000 2020,1.2206874330896343e+18,1220687433089634304,"@janeerobinson97 @nechildpoverty @UniofNewcastle @EngageNCL Congratulations to @UniofNewcastle for paying the @LivingWageUK to staff, a real contribution to the solution for poverty. We need to rise up and say that paying staff any less than this is part of the problem!!!",False,"[60, 272]",[],[],"[{'screen_name': 'janeerobinson97', 'name': 'Jane Robinson', 'id': 767464194329481216, 'id_str': '767464194329481216', 'indices': [0, 16]}, {'screen_name': 'nechildpoverty', 'name': 'NE Child Poverty Commission', 'id': 368366772, 'id_str': '368366772', 'indices': [17, 32]}, {'screen_name': 'UniofNewcastle', 'name': 'Newcastle University', 'id': 96741105, 'id_str': '96741105', 'indices': [33, 48]}, {'screen_name': 'EngageNCL', 'name': 'Engage@NewcastleUni', 'id': 74409469, 'id_str': '74409469', 'indices': [49, 59]}, {'screen_name': 'UniofNewcastle', 'name': 'Newcastle University', 'id': 96741105, 'id_str': '96741105', 'indices': [79, 94]}, {'screen_name': 'LivingWageUK', 'name': 'Living Wage Foundation', 'id': 197368657, 'id_str': '197368657', 'indices': [110, 123]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220668500156584e+18,1220668500156583937,7.674641943294812e+17,767464194329481216,janeerobinson97,307078638.0,307078638,gayle🐌♥️,scotsnail,uk,"Benefits Adviser at Citizens Advice Newcastle....outdoor swimmer.....new to triathlons. Work hard, play hard.",,,[],False,122.0,569.0,2.0,Sun May 29 00:19:20 +0000 2011,1619.0,,,True,False,1404.0,,False,False,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,http://pbs.twimg.com/profile_images/935974620917911554/qivnmljP_normal.jpg,https://pbs.twimg.com/profile_images/935974620917911554/qivnmljP_normal.jpg,,FF0000,65B0DA,7AC3EE,3D1957,True,False,False,False,False,False,False,none,,,,,False,2.0,3.0,False,False,en,,,,,,,,,,
18,Fri Jan 24 14:35:06 +0000 2020,1220716660916736001,1220716660916736001,"@ProfJSanders @UniofNewcastle Thank you for taking the time to read my blog, and for your kind words.",False,"[30, 101]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2206624374746563e+18,1220662437474656256,1.0240392450135572e+18,1024039245013557249,ProfJSanders,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ProfJSanders', 'name': 'Julie Sanders', 'id': 1024039245013557249, 'id_str': '1024039245013557249', 'indices': [0, 13]}, {'screen_name': 'UniofNewcastle', 'name': 'Newcastle University', 'id': 96741105, 'id_str': '96741105', 'indices': [14, 29]}]",[],en,recent,1041229210998599680,1041229210998599680,Sue Reed Writes,suereed62,"Hexham, England","MA student Creative Writing @uniofnewcastle
Over half a century of tales to tell. 
Living a sober life in rural Northumberland
#studentgranny #sober",https://t.co/HLS037jGWU,[],False,178,467,0,Sun Sep 16 07:36:03 +0000 2018,1306,,,False,False,609,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1126396544113049602/RAVJ4XcW_normal.jpg,https://pbs.twimg.com/profile_images/1126396544113049602/RAVJ4XcW_normal.jpg,https://pbs.twimg.com/profile_banners/1041229210998599680/1537083822,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/HLS037jGWU', 'expanded_url': 'http://www.suereedwrites.co.uk', 'display_url': 'suereedwrites.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Fri Jan 24 14:08:00 +0000 2020,1220709843004219393,1220709843004219393,"First tweet from the Molecular Mechanisms of Life theme in FMS, @UniofNewcastle, representing researchers studying life at the molecular level, lead by @pssalgado.",False,"[0, 163]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,,,,False,0,10,False,False,en,[],[],"[{'screen_name': 'UniofNewcastle', 'name': 'Newcastle University', 'id': 96741105, 'id_str': '96741105', 'indices': [64, 79]}, {'screen_name': 'pssalgado', 'name': 'Paula Salgado', 'id': 83839005, 'id_str': '83839005', 'indices': [152, 162]}]",[],en,recent,1109467519,1109467519,Molecular Mechanisms of Life Newcastle,MolMecNCL,Newcastle upon Tyne,"Uncovering fundamental biological mechanisms at a molecular level. Research Theme in the Faculty of Medical Sciences, Newcastle University.",https://t.co/xQeYtn5yn6,[],False,1381,802,24,Mon Jan 21 16:31:38 +0000 2013,492,,,False,False,1053,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1220703617608536065/NMuSppCg_normal.jpg,https://pbs.twimg.com/profile_images/1220703617608536065/NMuSppCg_normal.jpg,https://pbs.twimg.com/profile_banners/1109467519/1579873398,02456B,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/xQeYtn5yn6', 'expanded_url': 'https://www.ncl.ac.uk/medical-sciences/research/research-themes/biomolecules/', 'display_url': 'ncl.ac.uk/medical-scienc…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Thu Jan 23 20:43:15 +0000 2020,1220446921577369601,1220446921577369601,@KingsCollegeLon can we have some guidance pls on how you respond to students returning from China after holiday to protect students and staff? @uochester @UniofNewcastle are taking precautions and issues advice! #coronovirus,False,"[0, 225]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,22624441.0,22624441,KingsCollegeLon,,,,,False,0,0,False,False,en,"[{'text': 'coronovirus', 'indices': [213, 225]}]",[],"[{'screen_name': 'KingsCollegeLon', 'name': ""King's College London"", 'id': 22624441, 'id_str': '22624441', 'indices': [0, 16]}, {'screen_name': 'uochester', 'name': 'University of Chester', 'id': 25898223, 'id_str': '25898223', 'indices': [144, 154]}, {'screen_name': 'UniofNewcastle', 'name': 'Newcastle University', 'id': 96741105, 'id_str': '96741105', 'indices': [155, 170]}]",[],en,recent,913751739635027969,913751739635027969,Chris Hazlehurst,TheReadingChris,"London, England","PhD Student at @kingsbschool, HS at @LCFLondon. Interest in Org Behaviour, Strategy Development &Analysis, Corporate Governance & Managerial Networks",,[],False,58,63,1,Fri Sep 29 13:06:06 +0000 2017,949,,,True,False,631,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/914792430716833792/IuJ5EA5E_normal.jpg,https://pbs.twimg.com/profile_images/914792430716833792/IuJ5EA5E_normal.jpg,,981CEB,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Thu Jan 23 17:06:53 +0000 2020,1220392469679964166,1220392469679964166,@DarrenMarkEvans @UniofNewcastle @ecology_ncl I'm convinced slugs follow Hostas.  Like bears to honey.  I bet their concentrated in a 5km radius around each Aldi and B&amp;Q selling them.,False,"[46, 187]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2202848585194455e+18,1220284858519445509,900201493.0,900201493,DarrenMarkEvans,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'DarrenMarkEvans', 'name': 'Darren Evans', 'id': 900201493, 'id_str': '900201493', 'indices': [0, 16]}, {'screen_name': 'UniofNewcastle', 'name': 'Newcastle University', 'id': 96741105, 'id_str': '96741105', 'indices': [17, 32]}, {'screen_name': 'ecology_ncl', 'name': 'EcologyNCL', 'id': 979349356800368641, 'id_str': '979349356800368641', 'indices': [33, 45]}]",[],en,recent,1560125906,1560125906,Michael Taggart,mick_tagg,,"Scientist, Dad, hubby, runner.",,[],False,458,1168,36,Mon Jul 01 09:39:51 +0000 2013,6422,,,True,False,9093,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1068855660941639682/18QOPM-9_normal.jpg,https://pbs.twimg.com/profile_images/1068855660941639682/18QOPM-9_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Thu Jan 23 16:04:40 +0000 2020,1220376815539310592,1220376815539310592,@StudentsNCL Thanks for sharing my blog as I share my writing journey at @UniofNewcastle @NCL_English as a #maturestudent,False,"[13, 121]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.22036456807936e+18,1220364568079360001,615323307.0,615323307,StudentsNCL,,,,,False,0,2,False,False,en,"[{'text': 'maturestudent', 'indices': [107, 121]}]",[],"[{'screen_name': 'StudentsNCL', 'name': 'Newcastle University', 'id': 615323307, 'id_str': '615323307', 'indices': [0, 12]}, {'screen_name': 'UniofNewcastle', 'name': 'Newcastle University', 'id': 96741105, 'id_str': '96741105', 'indices': [73, 88]}, {'screen_name': 'NCL_English', 'name': 'English at Newcastle', 'id': 377907229, 'id_str': '377907229', 'indices': [89, 101]}]",[],en,recent,1041229210998599680,1041229210998599680,Sue Reed Writes,suereed62,"Hexham, England","MA student Creative Writing @uniofnewcastle
Over half a century of tales to tell. 
Living a sober life in rural Northumberland
#studentgranny #sober",https://t.co/HLS037jGWU,[],False,178,467,0,Sun Sep 16 07:36:03 +0000 2018,1306,,,False,False,609,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1126396544113049602/RAVJ4XcW_normal.jpg,https://pbs.twimg.com/profile_images/1126396544113049602/RAVJ4XcW_normal.jpg,https://pbs.twimg.com/profile_banners/1041229210998599680/1537083822,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/HLS037jGWU', 'expanded_url': 'http://www.suereedwrites.co.uk', 'display_url': 'suereedwrites.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Thu Jan 23 11:38:37 +0000 2020,1220309859519864832,1220309859519864832,RT @MaggieLandscape: Nigel Watson speaking about partnership with @UniofNewcastle to address water issues at  #nclh70 and the importance of…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,3,0,False,False,en,"[{'text': 'nclh70', 'indices': [110, 117]}]",[],"[{'screen_name': 'MaggieLandscape', 'name': 'Maggie Roe', 'id': 2420321862, 'id_str': '2420321862', 'indices': [3, 19]}, {'screen_name': 'UniofNewcastle', 'name': 'Newcastle University', 'id': 96741105, 'id_str': '96741105', 'indices': [66, 81]}]",[],en,recent,1004629406726443008,1004629406726443008,Amelie Ott,amelieott,"Newcastle, UK",Scientist. #AMR in the environment and more @UniofNewcastle @ECETOC 🦠 communications officer @palaceofscience - interested in science policy - views my own,https://t.co/5gI9zJdYg5,[],False,197,466,1,Thu Jun 07 07:41:30 +0000 2018,762,,,True,False,340,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1197517225428684800/BoQETnFM_normal.jpg,https://pbs.twimg.com/profile_images/1197517225428684800/BoQETnFM_normal.jpg,https://pbs.twimg.com/profile_banners/1004629406726443008/1574351440,19CF86,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/5gI9zJdYg5', 'expanded_url': 'http://www.linkedin.com/in/amelieott', 'display_url': 'linkedin.com/in/amelieott', 'indices': [0, 23]}]",,,,,,,,,,,Thu Jan 23 11:32:39 +0000 2020,1.2203083602113905e+18,1220308360211390464,Nigel Watson speaking about partnership with @UniofNewcastle to address water issues at  #nclh70 and the importance of creative approaches such as festivals @GCRFWaterHub  that can combine scientific and spiritual cultures as in the NWG Innovation Festival,False,"[0, 256]","[{'text': 'nclh70', 'indices': [89, 96]}]",[],"[{'screen_name': 'UniofNewcastle', 'name': 'Newcastle University', 'id': 96741105, 'id_str': '96741105', 'indices': [45, 60]}, {'screen_name': 'GCRFWaterHub', 'name': 'Water Security Hub', 'id': 1126881176457764864, 'id_str': '1126881176457764864', 'indices': [157, 170]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,2420321862.0,2420321862,Maggie Roe,MaggieLandscape,"Newcastle University, England","Academic in landscape planning, landscape ecology, landscape architecture; PG Dean, Humanities & Social Sciences Faculty. Associate Editor Landscape Research",https://t.co/G9L66oHwiq,"[{'url': 'https://t.co/G9L66oHwiq', 'expanded_url': 'http://www.ncl.ac.uk/apl/staff/profile/maggie.roe', 'display_url': 'ncl.ac.uk/apl/staff/prof…', 'indices': [0, 23]}]",[],False,309.0,226.0,3.0,Mon Mar 31 10:16:14 +0000 2014,1266.0,,,False,False,789.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/963053714830512129/ti6PGhR5_normal.jpg,https://pbs.twimg.com/profile_images/963053714830512129/ti6PGhR5_normal.jpg,https://pbs.twimg.com/profile_banners/2420321862/1487268541,89C9FA,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,3.0,9.0,False,False,en,,,,,,,,,,
