,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls
3,Tue Jan 21 09:33:17 +0000 2020,1219553541892775938,1219553541892775938,"""The bulls don't gain weight and have no meat, but their meat is delicious for the sauce.""
Favourite quotation 3/cattle breeders/#qualitativeresearch with #BienvenueZoma #BurkinaFaso #LocaBreed #foodsecurity 
@BOKUvienna 
@VetmeduniVienna",False,"[0, 238]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,2,1,False,False,en,"[{'text': 'qualitativeresearch', 'indices': [129, 149]}, {'text': 'BienvenueZoma', 'indices': [155, 169]}, {'text': 'BurkinaFaso', 'indices': [170, 182]}, {'text': 'LocaBreed', 'indices': [183, 193]}, {'text': 'foodsecurity', 'indices': [194, 207]}]",[],"[{'screen_name': 'BOKUvienna', 'name': 'BOKU Vienna', 'id': 815475312054116352, 'id_str': '815475312054116352', 'indices': [209, 220]}, {'screen_name': 'VetmeduniVienna', 'name': 'Vetmeduni Vienna', 'id': 197167928, 'id_str': '197167928', 'indices': [222, 238]}]",[],en,recent,202570959,202570959,Lorenz Probst,lorenzjprobst,,"I like to learn. I dislike panel discussions. Deputy Head, Institute for Development Research @boku_idr @bokuvienna",,,[],False,243,361,5,Thu Oct 14 10:25:29 +0000 2010,575,,,True,False,359,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/474795572655063040/nbDDIBZx_normal.jpeg,https://pbs.twimg.com/profile_images/474795572655063040/nbDDIBZx_normal.jpeg,https://pbs.twimg.com/profile_banners/202570959/1546960898,1B95E0,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Mon Jan 20 13:05:02 +0000 2020,1219244443586519041,1219244443586519041,"""Man is not a pig, nor a rooster or a hen.""
Favourite quotation 2/cattle breeders/#qualitativeresearch with #BienvenueZoma #BurkinaFaso #LocaBreed #foodsecurity @BOKUvienna @VetmeduniVienna",False,"[0, 189]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,2,2,False,False,en,"[{'text': 'qualitativeresearch', 'indices': [82, 102]}, {'text': 'BienvenueZoma', 'indices': [108, 122]}, {'text': 'BurkinaFaso', 'indices': [123, 135]}, {'text': 'LocaBreed', 'indices': [136, 146]}, {'text': 'foodsecurity', 'indices': [147, 160]}]",[],"[{'screen_name': 'BOKUvienna', 'name': 'BOKU Vienna', 'id': 815475312054116352, 'id_str': '815475312054116352', 'indices': [161, 172]}, {'screen_name': 'VetmeduniVienna', 'name': 'Vetmeduni Vienna', 'id': 197167928, 'id_str': '197167928', 'indices': [173, 189]}]",[],en,recent,202570959,202570959,Lorenz Probst,lorenzjprobst,,"I like to learn. I dislike panel discussions. Deputy Head, Institute for Development Research @boku_idr @bokuvienna",,,[],False,243,361,5,Thu Oct 14 10:25:29 +0000 2010,575,,,True,False,359,,False,False,False,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/474795572655063040/nbDDIBZx_normal.jpeg,https://pbs.twimg.com/profile_images/474795572655063040/nbDDIBZx_normal.jpeg,https://pbs.twimg.com/profile_banners/202570959/1546960898,1B95E0,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Sat Jan 18 10:57:54 +0000 2020,1218487673817587713,1218487673817587713,"@AnnaDumitriu @NCTC_3000 @ModMedMicro @H2020_CHIC @schindlergroup @crypticproject @HCAILeeds @GlobHealth_BSMS @UniofHerts @UCIrvine @TechnionLive @MrgGrammar_proj @BeyondSeq_proj Same here for your future collaborators! 
@ICY15_Vienna @BOKUvienna @acibGmbH",False,"[179, 256]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2184763876586004e+18,1218476387658600453,3197501.0,3197501,AnnaDumitriu,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'AnnaDumitriu', 'name': 'Anna Dumitriu', 'id': 3197501, 'id_str': '3197501', 'indices': [0, 13]}, {'screen_name': 'NCTC_3000', 'name': 'The National Collection of Type Cultures', 'id': 2841156136, 'id_str': '2841156136', 'indices': [14, 24]}, {'screen_name': 'ModMedMicro', 'name': 'ModMedMicro', 'id': 1430125854, 'id_str': '1430125854', 'indices': [25, 37]}, {'screen_name': 'H2020_CHIC', 'name': 'CHIC project', 'id': 948080595309154304, 'id_str': '948080595309154304', 'indices': [38, 49]}, {'screen_name': 'schindlergroup', 'name': 'Schindler', 'id': 397965039, 'id_str': '397965039', 'indices': [50, 65]}, {'screen_name': 'crypticproject', 'name': 'CRyPTIC', 'id': 846709931017490432, 'id_str': '846709931017490432', 'indices': [66, 81]}, {'screen_name': 'HCAILeeds', 'name': 'Healthcare Associated Infection Research Group', 'id': 988326190384599041, 'id_str': '988326190384599041', 'indices': [82, 92]}, {'screen_name': 'GlobHealth_BSMS', 'name': 'Global Health @BSMS', 'id': 3092659101, 'id_str': '3092659101', 'indices': [93, 109]}, {'screen_name': 'UniofHerts', 'name': 'University of Hertfordshire', 'id': 78887411, 'id_str': '78887411', 'indices': [110, 121]}, {'screen_name': 'UCIrvine', 'name': 'UC Irvine', 'id': 19669207, 'id_str': '19669207', 'indices': [122, 131]}, {'screen_name': 'TechnionLive', 'name': 'Technion Israel', 'id': 224964544, 'id_str': '224964544', 'indices': [132, 145]}, {'screen_name': 'MrgGrammar_proj', 'name': 'MRG-GRammar Project', 'id': 835783442419810306, 'id_str': '835783442419810306', 'indices': [146, 162]}, {'screen_name': 'BeyondSeq_proj', 'name': 'BeyondSeq Project', 'id': 835793783061086209, 'id_str': '835793783061086209', 'indices': [163, 178]}, {'screen_name': 'ICY15_Vienna', 'name': 'ICY15', 'id': 928812421539684352, 'id_str': '928812421539684352', 'indices': [221, 234]}, {'screen_name': 'BOKUvienna', 'name': 'BOKU Vienna', 'id': 815475312054116352, 'id_str': '815475312054116352', 'indices': [235, 246]}, {'screen_name': 'acibGmbH', 'name': 'acib GmbH', 'id': 480428821, 'id_str': '480428821', 'indices': [247, 256]}]",[],en,recent,3358283722,3358283722,Diethard Mattanovich,dmattanovich,,"Prof. in Microbial Biotechnology BOKU University of Natural Resources and Life Sciences Vienna, Austria, EU",,,[],False,626,497,11,Sat Jul 04 07:26:45 +0000 2015,4422,,,False,False,2358,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1206312826203185152/jL8eoHEi_normal.jpg,https://pbs.twimg.com/profile_images/1206312826203185152/jL8eoHEi_normal.jpg,https://pbs.twimg.com/profile_banners/3358283722/1490566503,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
