,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,retweeted_status.scopes.followers,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
0,Sun Jan 26 04:40:40 +0000 2020,1221291841603035136,1221291841603035136,"@UTSEngage @ABCIndigenous Congratulations Professor Behrendt from @honourawoman
Wonderful to see this recognition of your outstanding contribution and service.",False,"[26, 159]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2211910716627927e+18,1221191071662792705,54466388.0,54466388,UTSEngage,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'UTSEngage', 'name': 'UTS', 'id': 54466388, 'id_str': '54466388', 'indices': [0, 10]}, {'screen_name': 'ABCIndigenous', 'name': 'ABC Indigenous', 'id': 23377444, 'id_str': '23377444', 'indices': [11, 25]}, {'screen_name': 'honourawoman', 'name': 'Honour A Woman', 'id': 1044467261950447616, 'id_str': '1044467261950447616', 'indices': [66, 79]}]",[],en,recent,56036655,56036655,Ruth McGowan,hula_grl,Gippsland Victoria Australia,"OAM. Tweet about politics, science, equality & agriculture. Proud CFA volunteer, co-founder #HonouraWoman. Author: #GetElected, Ally🌈",https://t.co/uYc51itC91,"[{'url': 'https://t.co/uYc51itC91', 'expanded_url': 'https://ruthmcgowan.com/book/', 'display_url': 'ruthmcgowan.com/book/', 'indices': [0, 23]}]",[],False,2088,3434,45,Sun Jul 12 06:39:02 +0000 2009,14372,,,True,False,3733,,False,False,False,000000,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/1107871155329744897/PhBjOmCd_normal.png,https://pbs.twimg.com/profile_images/1107871155329744897/PhBjOmCd_normal.png,https://pbs.twimg.com/profile_banners/56036655/1552972002,FF691F,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Fri Jan 24 00:19:01 +0000 2020,1220501220730626048,1220501220730626048,@vzalakos @UTSEngage I’ll find out,False,"[21, 34]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204849301503877e+18,1220484930150387712,147728300.0,147728300,vzalakos,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'vzalakos', 'name': 'Victor Zalakos', 'id': 147728300, 'id_str': '147728300', 'indices': [0, 9]}, {'screen_name': 'UTSEngage', 'name': 'UTS', 'id': 54466388, 'id_str': '54466388', 'indices': [10, 20]}]",[],en,recent,78811123,78811123,Shirley Alexander,SAlexander_UTS,,Deputy Vice-Chancellor (Education and Students) and Vice-President at the University of Technology Sydney,https://t.co/GbOnp3vdPy,"[{'url': 'https://t.co/GbOnp3vdPy', 'expanded_url': 'http://learningfutures.uts.edu.au/', 'display_url': 'learningfutures.uts.edu.au', 'indices': [0, 23]}]",[],False,3211,740,110,Thu Oct 01 05:01:33 +0000 2009,1457,,,True,False,5186,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/796889338441105411/h8JEkmnw_normal.jpg,https://pbs.twimg.com/profile_images/796889338441105411/h8JEkmnw_normal.jpg,https://pbs.twimg.com/profile_banners/78811123/1398210206,1A5D75,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Thu Jan 23 22:27:46 +0000 2020,1220473222316953600,1220473222316953600,RT @Muthu3DPrinting: @carmine_3Dheart @HeartResearchAU @KollingINST @Sydney_Uni @UTSEngage @UTSFEIT @UTS_Sci_IBMD @UTS_GRS @UTSResearch @Gl…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'Muthu3DPrinting', 'name': 'muthu vignesh', 'id': 960466287871672321, 'id_str': '960466287871672321', 'indices': [3, 19]}, {'screen_name': 'carmine_3Dheart', 'name': 'Carmine Gentile', 'id': 809760818921291776, 'id_str': '809760818921291776', 'indices': [21, 37]}, {'screen_name': 'HeartResearchAU', 'name': 'Heart Research Aust', 'id': 599921901, 'id_str': '599921901', 'indices': [38, 54]}, {'screen_name': 'KollingINST', 'name': 'Kolling Institute', 'id': 95601031, 'id_str': '95601031', 'indices': [55, 67]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [68, 79]}, {'screen_name': 'UTSEngage', 'name': 'UTS', 'id': 54466388, 'id_str': '54466388', 'indices': [80, 90]}, {'screen_name': 'UTSFEIT', 'name': 'UTS Faculty of Engineering and IT', 'id': 1429396230, 'id_str': '1429396230', 'indices': [91, 99]}, {'screen_name': 'UTS_Sci_IBMD', 'name': 'UTS_Science IBMD', 'id': 877379057045749760, 'id_str': '877379057045749760', 'indices': [100, 113]}, {'screen_name': 'UTS_GRS', 'name': 'UTS Graduate  School', 'id': 343724217, 'id_str': '343724217', 'indices': [114, 122]}, {'screen_name': 'UTSResearch', 'name': 'UTS Research', 'id': 2490971923, 'id_str': '2490971923', 'indices': [123, 135]}]",[],en,recent,809760818921291776,809760818921291776,Carmine Gentile,carmine_3Dheart,"Sydney, New South Wales","Cardiovascular Scientist, Lecturer(Faculty)@UTSFEIT, SeniorLecturer/ResearchFellow @Sydney_Uni, mending broken hearts with stem cells and bioprinting technology",https://t.co/G1B0htdQYu,"[{'url': 'https://t.co/G1B0htdQYu', 'expanded_url': 'https://protect-au.mimecast.com/s/YA2fCJyBPjFp2yRMupXjHn?domain=linkprotect.cudasvc.com', 'display_url': 'protect-au.mimecast.com/s/YA2fCJyBPjFp…', 'indices': [0, 23]}]",[],False,555,952,5,Fri Dec 16 14:03:18 +0000 2016,1748,,,False,False,575,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1055793988202983435/ML0Kq3Xx_normal.jpg,https://pbs.twimg.com/profile_images/1055793988202983435/ML0Kq3Xx_normal.jpg,https://pbs.twimg.com/profile_banners/809760818921291776/1548709049,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,Thu Jan 23 22:06:02 +0000 2020,1.2204677544125686e+18,1220467754412568576,@carmine_3Dheart @HeartResearchAU @KollingINST @Sydney_Uni @UTSEngage @UTSFEIT @UTS_Sci_IBMD @UTS_GRS @UTSResearch @GlobalHealthSyd Congratulations @carmine_3Dheart !,False,"[132, 166]",[],[],"[{'screen_name': 'carmine_3Dheart', 'name': 'Carmine Gentile', 'id': 809760818921291776, 'id_str': '809760818921291776', 'indices': [0, 16]}, {'screen_name': 'HeartResearchAU', 'name': 'Heart Research Aust', 'id': 599921901, 'id_str': '599921901', 'indices': [17, 33]}, {'screen_name': 'KollingINST', 'name': 'Kolling Institute', 'id': 95601031, 'id_str': '95601031', 'indices': [34, 46]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [47, 58]}, {'screen_name': 'UTSEngage', 'name': 'UTS', 'id': 54466388, 'id_str': '54466388', 'indices': [59, 69]}, {'screen_name': 'UTSFEIT', 'name': 'UTS Faculty of Engineering and IT', 'id': 1429396230, 'id_str': '1429396230', 'indices': [70, 78]}, {'screen_name': 'UTS_Sci_IBMD', 'name': 'UTS_Science IBMD', 'id': 877379057045749760, 'id_str': '877379057045749760', 'indices': [79, 92]}, {'screen_name': 'UTS_GRS', 'name': 'UTS Graduate  School', 'id': 343724217, 'id_str': '343724217', 'indices': [93, 101]}, {'screen_name': 'UTSResearch', 'name': 'UTS Research', 'id': 2490971923, 'id_str': '2490971923', 'indices': [102, 114]}, {'screen_name': 'GlobalHealthSyd', 'name': 'Global Health Sydney', 'id': 744771664315981824, 'id_str': '744771664315981824', 'indices': [115, 131]}, {'screen_name': 'carmine_3Dheart', 'name': 'Carmine Gentile', 'id': 809760818921291776, 'id_str': '809760818921291776', 'indices': [148, 164]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2203135500752282e+18,1220313550075228160,8.097608189212918e+17,809760818921291776,carmine_3Dheart,9.604662878716723e+17,960466287871672321,muthu vignesh,Muthu3DPrinting,,,,[],False,143.0,204.0,2.0,Mon Feb 05 10:53:02 +0000 2018,1977.0,,,False,False,168.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/999202107105280000/r8w-Px_A_normal.jpg,https://pbs.twimg.com/profile_images/999202107105280000/r8w-Px_A_normal.jpg,https://pbs.twimg.com/profile_banners/960466287871672321/1527063119,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,1.0,2.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,
18,Thu Jan 23 22:27:43 +0000 2020,1220473212254900224,1220473212254900224,@Muthu3DPrinting @HeartResearchAU @KollingINST @Sydney_Uni @UTSEngage @UTSFEIT @UTS_Sci_IBMD @UTS_GRS @UTSResearch @GlobalHealthSyd Thanks @Muthu3DPrinting!,False,"[132, 156]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204677544125686e+18,1220467754412568576,9.604662878716723e+17,960466287871672321,Muthu3DPrinting,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Muthu3DPrinting', 'name': 'muthu vignesh', 'id': 960466287871672321, 'id_str': '960466287871672321', 'indices': [0, 16]}, {'screen_name': 'HeartResearchAU', 'name': 'Heart Research Aust', 'id': 599921901, 'id_str': '599921901', 'indices': [17, 33]}, {'screen_name': 'KollingINST', 'name': 'Kolling Institute', 'id': 95601031, 'id_str': '95601031', 'indices': [34, 46]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [47, 58]}, {'screen_name': 'UTSEngage', 'name': 'UTS', 'id': 54466388, 'id_str': '54466388', 'indices': [59, 69]}, {'screen_name': 'UTSFEIT', 'name': 'UTS Faculty of Engineering and IT', 'id': 1429396230, 'id_str': '1429396230', 'indices': [70, 78]}, {'screen_name': 'UTS_Sci_IBMD', 'name': 'UTS_Science IBMD', 'id': 877379057045749760, 'id_str': '877379057045749760', 'indices': [79, 92]}, {'screen_name': 'UTS_GRS', 'name': 'UTS Graduate  School', 'id': 343724217, 'id_str': '343724217', 'indices': [93, 101]}, {'screen_name': 'UTSResearch', 'name': 'UTS Research', 'id': 2490971923, 'id_str': '2490971923', 'indices': [102, 114]}, {'screen_name': 'GlobalHealthSyd', 'name': 'Global Health Sydney', 'id': 744771664315981824, 'id_str': '744771664315981824', 'indices': [115, 131]}, {'screen_name': 'Muthu3DPrinting', 'name': 'muthu vignesh', 'id': 960466287871672321, 'id_str': '960466287871672321', 'indices': [139, 155]}]",[],en,recent,809760818921291776,809760818921291776,Carmine Gentile,carmine_3Dheart,"Sydney, New South Wales","Cardiovascular Scientist, Lecturer(Faculty)@UTSFEIT, SeniorLecturer/ResearchFellow @Sydney_Uni, mending broken hearts with stem cells and bioprinting technology",https://t.co/G1B0htdQYu,"[{'url': 'https://t.co/G1B0htdQYu', 'expanded_url': 'https://protect-au.mimecast.com/s/YA2fCJyBPjFp2yRMupXjHn?domain=linkprotect.cudasvc.com', 'display_url': 'protect-au.mimecast.com/s/YA2fCJyBPjFp…', 'indices': [0, 23]}]",[],False,555,952,5,Fri Dec 16 14:03:18 +0000 2016,1748,,,False,False,575,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1055793988202983435/ML0Kq3Xx_normal.jpg,https://pbs.twimg.com/profile_images/1055793988202983435/ML0Kq3Xx_normal.jpg,https://pbs.twimg.com/profile_banners/809760818921291776/1548709049,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Thu Jan 23 22:27:28 +0000 2020,1220473147826114560,1220473147826114560,RT @McClementsLana: @HeartResearchAU @carmine_3Dheart @KollingINST @Sydney_Uni @UTSEngage Congratulations!👏👏👏👏 Can't wait to hear about it!,False,"[0, 139]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'McClementsLana', 'name': 'Lana McClements', 'id': 2348453722, 'id_str': '2348453722', 'indices': [3, 18]}, {'screen_name': 'HeartResearchAU', 'name': 'Heart Research Aust', 'id': 599921901, 'id_str': '599921901', 'indices': [20, 36]}, {'screen_name': 'carmine_3Dheart', 'name': 'Carmine Gentile', 'id': 809760818921291776, 'id_str': '809760818921291776', 'indices': [37, 53]}, {'screen_name': 'KollingINST', 'name': 'Kolling Institute', 'id': 95601031, 'id_str': '95601031', 'indices': [54, 66]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [67, 78]}, {'screen_name': 'UTSEngage', 'name': 'UTS', 'id': 54466388, 'id_str': '54466388', 'indices': [79, 89]}]",[],en,recent,809760818921291776,809760818921291776,Carmine Gentile,carmine_3Dheart,"Sydney, New South Wales","Cardiovascular Scientist, Lecturer(Faculty)@UTSFEIT, SeniorLecturer/ResearchFellow @Sydney_Uni, mending broken hearts with stem cells and bioprinting technology",https://t.co/G1B0htdQYu,"[{'url': 'https://t.co/G1B0htdQYu', 'expanded_url': 'https://protect-au.mimecast.com/s/YA2fCJyBPjFp2yRMupXjHn?domain=linkprotect.cudasvc.com', 'display_url': 'protect-au.mimecast.com/s/YA2fCJyBPjFp…', 'indices': [0, 23]}]",[],False,555,952,5,Fri Dec 16 14:03:18 +0000 2016,1748,,,False,False,575,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1055793988202983435/ML0Kq3Xx_normal.jpg,https://pbs.twimg.com/profile_images/1055793988202983435/ML0Kq3Xx_normal.jpg,https://pbs.twimg.com/profile_banners/809760818921291776/1548709049,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,Thu Jan 23 21:52:01 +0000 2020,1.2204642259250012e+18,1220464225925001216,@HeartResearchAU @carmine_3Dheart @KollingINST @Sydney_Uni @UTSEngage Congratulations!👏👏👏👏 Can't wait to hear about it!,False,"[70, 119]",[],[],"[{'screen_name': 'HeartResearchAU', 'name': 'Heart Research Aust', 'id': 599921901, 'id_str': '599921901', 'indices': [0, 16]}, {'screen_name': 'carmine_3Dheart', 'name': 'Carmine Gentile', 'id': 809760818921291776, 'id_str': '809760818921291776', 'indices': [17, 33]}, {'screen_name': 'KollingINST', 'name': 'Kolling Institute', 'id': 95601031, 'id_str': '95601031', 'indices': [34, 46]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [47, 58]}, {'screen_name': 'UTSEngage', 'name': 'UTS', 'id': 54466388, 'id_str': '54466388', 'indices': [59, 69]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2202394721864458e+18,1220239472186445824,599921901.0,599921901,HeartResearchAU,2348453722.0,2348453722,Lana McClements,McClementsLana,"Sydney, New South Wales","Lecturer&Principal Investigator, Academic Women in Science Leader, pharmacist,  #womenshealth #biomarkers #cardiovascularhealth #preeclampsia #stemcells",https://t.co/WaKsN4CRKw,[],False,414.0,948.0,0.0,Mon Feb 17 11:10:00 +0000 2014,1957.0,,,True,False,315.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1219003255864213505/InXXFVll_normal.jpg,https://pbs.twimg.com/profile_images/1219003255864213505/InXXFVll_normal.jpg,,91D2FA,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,1.0,3.0,False,False,en,"[{'url': 'https://t.co/WaKsN4CRKw', 'expanded_url': 'https://www.linkedin.com/in/lana-mcclements-87ab963b/', 'display_url': 'linkedin.com/in/lana-mcclem…', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,
20,Thu Jan 23 22:27:18 +0000 2020,1220473106239590402,1220473106239590402,@McClementsLana @HeartResearchAU @KollingINST @Sydney_Uni @UTSEngage Thanks @McClementsLana!,False,"[69, 92]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204642259250012e+18,1220464225925001216,2348453722.0,2348453722,McClementsLana,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'McClementsLana', 'name': 'Lana McClements', 'id': 2348453722, 'id_str': '2348453722', 'indices': [0, 15]}, {'screen_name': 'HeartResearchAU', 'name': 'Heart Research Aust', 'id': 599921901, 'id_str': '599921901', 'indices': [16, 32]}, {'screen_name': 'KollingINST', 'name': 'Kolling Institute', 'id': 95601031, 'id_str': '95601031', 'indices': [33, 45]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [46, 57]}, {'screen_name': 'UTSEngage', 'name': 'UTS', 'id': 54466388, 'id_str': '54466388', 'indices': [58, 68]}, {'screen_name': 'McClementsLana', 'name': 'Lana McClements', 'id': 2348453722, 'id_str': '2348453722', 'indices': [76, 91]}]",[],en,recent,809760818921291776,809760818921291776,Carmine Gentile,carmine_3Dheart,"Sydney, New South Wales","Cardiovascular Scientist, Lecturer(Faculty)@UTSFEIT, SeniorLecturer/ResearchFellow @Sydney_Uni, mending broken hearts with stem cells and bioprinting technology",https://t.co/G1B0htdQYu,"[{'url': 'https://t.co/G1B0htdQYu', 'expanded_url': 'https://protect-au.mimecast.com/s/YA2fCJyBPjFp2yRMupXjHn?domain=linkprotect.cudasvc.com', 'display_url': 'protect-au.mimecast.com/s/YA2fCJyBPjFp…', 'indices': [0, 23]}]",[],False,555,952,5,Fri Dec 16 14:03:18 +0000 2016,1748,,,False,False,575,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1055793988202983435/ML0Kq3Xx_normal.jpg,https://pbs.twimg.com/profile_images/1055793988202983435/ML0Kq3Xx_normal.jpg,https://pbs.twimg.com/profile_banners/809760818921291776/1548709049,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Thu Jan 23 21:52:01 +0000 2020,1220464225925001216,1220464225925001216,@HeartResearchAU @carmine_3Dheart @KollingINST @Sydney_Uni @UTSEngage Congratulations!👏👏👏👏 Can't wait to hear about it!,False,"[70, 119]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2202394721864458e+18,1220239472186445824,599921901.0,599921901,HeartResearchAU,,,,,False,1,3,False,False,en,[],[],"[{'screen_name': 'HeartResearchAU', 'name': 'Heart Research Aust', 'id': 599921901, 'id_str': '599921901', 'indices': [0, 16]}, {'screen_name': 'carmine_3Dheart', 'name': 'Carmine Gentile', 'id': 809760818921291776, 'id_str': '809760818921291776', 'indices': [17, 33]}, {'screen_name': 'KollingINST', 'name': 'Kolling Institute', 'id': 95601031, 'id_str': '95601031', 'indices': [34, 46]}, {'screen_name': 'Sydney_Uni', 'name': 'University of Sydney', 'id': 20104025, 'id_str': '20104025', 'indices': [47, 58]}, {'screen_name': 'UTSEngage', 'name': 'UTS', 'id': 54466388, 'id_str': '54466388', 'indices': [59, 69]}]",[],en,recent,2348453722,2348453722,Lana McClements,McClementsLana,"Sydney, New South Wales","Lecturer&Principal Investigator, Academic Women in Science Leader, pharmacist,  #womenshealth #biomarkers #cardiovascularhealth #preeclampsia #stemcells",https://t.co/WaKsN4CRKw,"[{'url': 'https://t.co/WaKsN4CRKw', 'expanded_url': 'https://www.linkedin.com/in/lana-mcclements-87ab963b/', 'display_url': 'linkedin.com/in/lana-mcclem…', 'indices': [0, 23]}]",[],False,414,948,0,Mon Feb 17 11:10:00 +0000 2014,1957,,,True,False,315,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1219003255864213505/InXXFVll_normal.jpg,https://pbs.twimg.com/profile_images/1219003255864213505/InXXFVll_normal.jpg,,91D2FA,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
